timestep,x,y,z
0.002133458343,-4.940176849,5.010380859,5.305417328
0.012139458340000001,-4.754413147,4.339326324,4.577630768
0.02214645833,-4.201313324,4.549189911,4.032614136
0.032152458339999995,-4.34920578,4.62882431,4.996160431
0.042158458339999996,-4.120930481,4.353546753,6.116879882999999
0.05216445834,-4.339775391,4.162094879,5.5196218870000004
0.06217045833,-4.102219391,4.470603333,6.544540558
0.07217645834,-3.534150696,4.630470886,6.769522705
0.08218245834,-2.603984985,3.552562408,5.964496765
0.09218845833999999,-1.473685455,3.165766754,4.4450065610000005
0.1021954583,-1.575922852,4.098477173,5.9164466860000005
0.1122014583,-1.424886932,3.895349579,6.460565186
0.1222074583,-1.430575104,2.420616302,6.718179473999999
0.1322134583,-1.032403107,1.560355225,8.459059296
0.1422194583,0.3031196594,1.4236894230000001,9.741741943
0.1522254583,0.3981719971,0.7047344970999999,10.52461395
0.1622314583,-0.1547781372,0.8077203369,10.54542068
0.17223845829999998,-0.6728507995999999,1.164877625,11.0296637
0.1822444583,-1.040037231,0.5322930908,10.94164673
0.19225045829999998,-0.9684860229000001,-1.558109894,6.878346405
0.20225645829999997,-0.3924838257,-3.036286011,10.57790314
0.21226245829999998,1.252595215,-2.4526496890000002,14.41846664
0.22226845829999997,2.1088146969999997,-2.194137268,15.15613266
0.2322744583,1.8320402530000002,-3.6932698060000004,13.4953363
0.24228045829999997,1.3927038569999999,-5.112169188999999,13.27709015
0.2522874583,0.02395019531,-4.633614349,15.74396027
0.2622934583,-2.565065918,-2.7252328489999997,17.28276031
0.27229945829999996,-4.997507628999999,-0.7469467163,15.96639771
0.2823054583,-6.84152298,1.363065491,14.81394424
0.2923114583,-6.486611022999999,1.333726501,15.59157715
0.3023174583,-4.315675507,-0.32063323969999996,15.55699905
0.31232345829999997,-3.025059357,-0.06301895142000001,12.84074753
0.32233045829999996,-3.115770721,0.8101153564,11.3468541
0.33233645829999997,-3.045117645,1.951042786,11.47633484
0.3423424583,-3.261717224,2.8300149539999997,10.72684341
0.3523484583,-3.8323306269999997,2.109114075,7.032525787000001
0.36235445829999996,-5.074896698,2.401605835,-4.445455627
0.3723604583,-4.195774841,7.54940094,-10.79375427
0.3823664583,-3.8157151789999997,6.7288073729999995,-2.967878265
0.3923724583,-4.988226929,1.1120375059999998,2.674488373
0.4023794583,-3.2901580810000004,0.3222798157,3.2570768739999996
0.4123854583,-3.626957703,-1.853146362,2.658172302
0.42239145829999997,-5.563031616,-3.9818696589999996,1.4578184509999998
0.4323974583,-6.654861145,-2.76609787,2.508034515
0.4424034583,-2.663710785,-1.992506561,4.649780731
0.45240945829999996,0.7411088562,-1.588646393,9.164542236
0.46241545829999997,1.014889526,-0.2312690735,11.15749786
0.47242245829999996,-1.17131424,0.2520758057,10.38929535
0.4824284583,-3.75718689,-1.053658905,10.86710175
0.4924344583,-5.579197998,-2.603984985,9.706415405
0.5024404583,-7.533833313,-4.25445282,7.21709198
0.5124464583,-8.913364563,-5.545817412999999,4.91203537
0.5224524583,-9.920769652999999,-5.995033264,2.8560607910000004
0.5324584582999999,-11.39415573,-5.343138885,1.113384705
0.5424644583,-11.92255692,-3.738326111,1.138831787
0.5524714583,-11.51255951,-2.658621368,2.77313324
0.5624774583,-11.09373047,-2.455643463,4.577032013
0.5724834583,-11.44654678,-3.5328034969999997,5.934858397999999
0.5824894583,-12.53942413,-4.7244754030000005,6.823859711
0.5924954582999999,-13.05824524,-4.52239563,7.234755249
0.6025014583,-12.61756165,-3.743714905,7.0862640379999995
0.6125074583,-12.0235968,-3.3208442689999997,6.831942902000001
0.6225144583,-12.17133957,-3.126997375,5.810467072000001
0.6325204583,-12.50095413,-3.5455270389999995,5.886209564
0.6425264583,-13.21526871,-4.508175201,5.69715271
0.6525324583,-13.51030518,-4.30474823,4.720284119
0.6625384583,-12.65767822,-4.262386322,5.884263611000001
0.6725444583,-10.72115524,-3.674708405,6.400689697000001
0.6825504582999999,-9.574988708,-2.720143433,6.470744019
0.6925574582999999,-9.174571381,-2.596201172,6.537804565
0.7025634583,-8.774004364,-2.18455719,5.492677917000001
0.7125694583,-8.124654694,-1.4820680240000002,4.585414581
0.7225754583,-7.887996826,-1.151255951,4.772525482
0.7325814583,-7.868237915,-1.364263,5.710624695
0.7425874583,-7.505841522000001,-1.432521057,6.43661499
0.7525934583,-6.236181792999999,-1.222058716,6.703959045
