"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.225144333E0,-7.045859694E-1,-1.818295360E0,-6.552408934E-1
1.235163333E0,-1.130229592E0,-1.255257249E0,-1.062516719E-1
1.245182333E0,-1.084422112E0,-1.202145934E0,3.698831797E-1
1.255202333E0,-5.892891884E-1,-1.157108426E0,6.547971368E-1
1.265221333E0,-1.259976923E-1,-8.358985186E-1,6.886400580E-1
1.275240333E0,9.310402721E-2,-4.810391665E-1,4.753910005E-1
1.285260333E0,1.702526063E-1,-2.050872147E-1,2.615213096E-1
1.295279333E0,1.832903624E-1,3.340974152E-1,2.823486924E-1
1.305298333E0,3.959016800E-1,7.349180579E-1,5.304663181E-1
1.315318333E0,8.101488948E-1,1.193986297E0,7.936022878E-1
1.325337333E0,1.234061003E0,2.240439892E0,1.022419572E0
1.335356333E0,1.742359400E0,3.023911715E0,1.282256246E0
1.345375333E0,2.558218241E0,3.962131023E0,1.280364871E0
1.355395333E0,3.444981098E0,4.930112362E0,1.135435939E0
1.365414333E0,3.940012217E0,5.299444675E0,8.283486366E-1
1.375433333E0,3.735498667E0,4.690887928E0,2.882630378E-2
1.385453333E0,2.805133104E0,3.310806990E0,-1.017297268E0
1.395472333E0,1.196365118E0,1.589987159E0,-2.011492252E0
1.405491333E0,-8.044619113E-3,1.091652215E-1,-3.007003546E0
1.415511333E0,-2.497301102E-1,-8.461370468E-1,-3.955418348E0
1.425530333E0,1.063180119E-1,-1.643774033E0,-4.693140984E0
1.435549333E0,5.384238958E-1,-2.245939016E0,-5.430871964E0
1.445569333E0,7.672339082E-1,-1.772186160E0,-6.108354568E0
1.455588333E0,1.084844232E0,-1.616283506E-1,-6.458770752E0
1.465607333E0,1.464547992E0,9.653263092E-1,-5.989322662E0
1.475627333E0,1.727173686E0,1.385585308E0,-4.920267582E0
1.485646333E0,1.030037284E0,1.099562287E0,-3.194598675E0
1.495665333E0,-4.112633765E-1,-1.455922842E0,-1.076068997E0
1.505685333E0,-1.860499263E0,-2.466717005E0,-2.462767661E-1
1.515704333E0,-1.378959179E0,-1.894046664E0,-4.223368168E-1
1.525723333E0,-2.025719285E-1,-8.172906637E-1,-4.580093324E-1
1.535743333E0,5.150638819E-1,-8.831755072E-2,-3.158224523E-1
1.545762333E0,3.859647512E-1,-4.891075194E-2,-6.650342792E-2
1.555781333E0,-1.632551551E-1,-1.855724603E-1,2.517672479E-1
1.565801333E0,-5.194875598E-1,-2.240791023E-1,4.717430174E-1
1.575820333E0,-5.168121457E-1,-2.311477065E-1,4.102350175E-1
1.585839333E0,-2.295697480E-1,-3.865059018E-1,4.535160214E-2
1.595858333E0,1.077442989E-1,-2.063161284E-1,-2.515184581E-1
1.605878333E0,2.223081589E-1,3.565743864E-1,-1.005901843E-1
1.615897333E0,1.723499745E-1,9.428336024E-1,3.259235322E-1
1.625916333E0,1.489336044E-1,1.206962109E0,8.647505045E-1
1.635936333E0,1.912256926E-1,1.247423410E0,1.295275807E0
1.645955333E0,-4.705109596E-1,1.507065654E0,1.131325841E0
1.655974333E0,-8.732482195E-1,1.326933146E0,6.691605449E-1
1.665994333E0,-8.695458770E-1,8.293313384E-1,4.885596335E-1
1.676013333E0,-3.071949780E-1,-1.948164552E-1,5.037207007E-1
1.686032333E0,1.589756757E-1,-1.467496872E0,6.064390540E-1
1.696052333E0,2.879620790E-1,-2.253165483E0,6.853765249E-1
1.706071333E0,3.382217884E-1,-2.697316647E0,4.832910001E-1
1.716090333E0,5.537371039E-1,-2.908717394E0,4.111112654E-2
1.726110333E0,9.818536043E-1,-2.778027534E0,-2.859196961E-1
1.736129333E0,9.991235733E-1,-2.089991570E0,-2.569684684E-1
1.746148333E0,8.354123831E-1,-1.260833740E0,1.101397499E-1
1.756168333E0,6.828002334E-1,-6.476217508E-1,3.871461749E-1
1.766187333E0,5.347508788E-1,-2.569187582E-1,4.909237027E-1
1.776206333E0,3.922755122E-1,-9.907856584E-2,1.582409441E-1
1.786226333E0,2.597539425E-1,4.175709486E-1,-4.828964174E-1
1.796245333E0,4.712061286E-1,1.134207129E0,-1.367043495E0
1.806264333E0,1.083145380E0,1.799142241E0,-2.081309319E0
1.816284333E0,1.811950803E0,2.165322781E0,-2.573533535E0
1.826303333E0,2.379716158E0,2.323697805E0,-2.939872503E0
1.836322333E0,2.585681915E0,2.137025118E0,-3.281552315E0
1.846342333E0,1.811160922E0,1.611776233E0,-3.372452259E0
1.856361333E0,4.026069045E-1,1.002919793E0,-3.160088301E0
1.866380333E0,-7.483662665E-2,9.683330059E-1,-3.234810591E0
1.876400333E0,-3.482932150E-1,1.144734383E0,-3.336785316E0
1.886419333E0,-4.593941867E-1,7.785195112E-1,-3.224386215E0
1.896438333E0,-4.091790617E-1,2.477811724E-1,-2.983056545E0
1.906458333E0,-6.521704197E-1,-6.936515570E-1,-2.899033308E0
1.916477333E0,-8.913059235E-1,-9.587382078E-1,-1.999267459E0
1.926496333E0,-1.251482725E0,-9.963902235E-1,-3.097151816E-1
1.936516333E0,-1.130220652E0,-9.869866371E-1,8.172014356E-1
1.946535333E0,-1.396895498E-1,-1.166124940E0,1.085506916E0
1.956554333E0,5.562459230E-1,-1.762499094E0,1.294995904E0
1.966574333E0,8.272886276E-1,-2.354781389E0,1.862440228E0
1.976593333E0,1.299088717E0,-2.603555202E0,2.461690664E0
1.986612333E0,1.863645673E0,-2.503650427E0,3.152975321E0
1.996631333E0,2.126306534E0,-2.365700006E0,4.306504250E0
2.006651333E0,2.134001970E0,-7.715905905E-1,5.522265911E0
2.016670333E0,1.972732782E0,1.657704830E0,5.693147659E0
2.026690333E0,2.206879616E0,3.410617352E0,4.859447479E0
2.036709333E0,2.188802719E0,2.675052404E0,3.307121277E0
2.046728333E0,1.817373276E0,-9.271026850E-1,1.773937583E0
2.056747333E0,9.985261559E-1,-4.443546295E0,1.572903037E0
2.066771375E0,-5.271428078E-2,-4.630528450E0,1.690603137E0
2.076790375E0,-1.730239153E0,-2.883516073E0,1.263819575E0
2.086809375E0,-3.620334148E0,-1.459890604E0,9.226971269E-1
2.096829375E0,-5.163839340E0,-9.176971912E-1,7.052518129E-1
2.106848375E0,-4.832767010E0,-2.041444778E0,8.216238022E-2
2.116867375E0,-2.780162096E0,-4.251492023E0,-8.614050150E-1
2.126887375E0,-1.264255643E0,-4.177731514E0,-1.203774929E0
2.136906375E0,-1.079604387E0,-3.419347048E0,-1.875566363E0
2.146925375E0,-8.541405201E-1,-2.798239708E0,-2.638888121E0
2.156945375E0,-8.808919787E-1,-1.386428356E0,-2.917740822E0
2.166964375E0,-3.552711010E-1,7.343716174E-2,-2.871914387E0
2.176983375E0,8.234884739E-1,8.645652533E-1,-2.806354523E0
2.187003375E0,1.076634884E0,1.747287869E0,-3.124974728E0
2.197022375E0,1.258376598E0,3.087034464E0,-3.535305738E0
2.207041375E0,1.857497931E0,4.404189587E0,-3.916268587E0
2.217061375E0,1.729642153E0,4.496800423E0,-4.045363903E0
2.227080375E0,-8.031662107E-1,7.093744278E-1,-3.046721935E0
2.237099375E0,-2.439528227E0,-7.606316805E-1,-3.020190477E0
2.247119375E0,-3.408052683E0,-1.025110111E-1,-3.646567345E0
2.257138375E0,-3.894011497E0,4.784701467E-1,-4.339238644E0
2.267157375E0,-3.306008339E0,-1.892114758E0,-4.774417400E0
2.277177375E0,-2.073302031E0,-5.145595551E0,-4.636311531E0
2.287196375E0,-1.308039427E0,-5.107512474E0,-3.812409401E0
2.297215375E0,-1.154402614E0,-2.655187607E0,-2.708497047E0
2.307235375E0,-1.014467835E0,-1.012689829E0,-1.644914389E0
2.317254375E0,-7.846946120E-1,-1.146549821E0,-4.382563829E-1
2.327273375E0,-5.469036698E-1,-1.371239662E0,6.084750891E-1
2.337293375E0,-2.988610268E-1,-9.306979179E-1,1.141596079E0
2.347312375E0,-6.528742611E-2,-1.775671355E-2,1.264684916E0
2.357331375E0,8.627982438E-2,6.761658788E-1,1.235091448E0
2.367351375E0,2.161062658E-1,9.071626067E-1,1.108413935E0
2.377370375E0,4.408850968E-1,9.793949723E-1,9.499122500E-1
2.387389375E0,6.956534982E-1,1.093056083E0,8.387540579E-1
2.397409375E0,9.034311771E-1,1.227337837E0,7.423312664E-1
2.407428375E0,1.058168292E0,1.396563172E0,6.344811916E-1
2.417447375E0,1.160611987E0,1.642769694E0,5.277248621E-1
2.427467375E0,1.120683789E0,1.955483675E0,3.389304578E-1
2.437486375E0,8.716035485E-1,2.034838915E0,-2.003246397E-1
2.447505375E0,6.715772152E-1,1.702139974E0,-6.843365431E-1
2.457525375E0,5.111696720E-1,1.221939564E0,-9.772406816E-1
2.467544375E0,3.804273903E-1,8.748800755E-1,-1.111180425E0
2.477563375E0,2.879040837E-1,6.425848603E-1,-1.104262710E0
2.487583375E0,2.419032902E-1,5.154641867E-1,-1.046392441E0
2.497602375E0,2.178931534E-1,4.524511695E-1,-9.536939263E-1
2.507621375E0,1.879174113E-1,3.973197341E-1,-8.581828475E-1
2.517641375E0,1.180491596E-1,3.108145595E-1,-8.040689230E-1
2.527660375E0,5.137519911E-3,1.167947575E-1,-7.890548110E-1
2.537679375E0,-1.214510202E-1,-2.286795899E-2,-7.747399211E-1
2.547699375E0,-2.307455540E-1,-1.443512440E-1,-7.407241464E-1
2.557718375E0,-2.970390618E-1,-2.977982163E-1,-6.598529816E-1
2.567737375E0,-3.673153520E-1,-3.550284803E-1,-5.707484484E-1
2.577756375E0,-4.071051478E-1,-3.488617837E-1,-4.527732730E-1
2.587776375E0,-4.184280932E-1,-3.432068229E-1,-3.079343438E-1
2.597795375E0,-3.876690865E-1,-3.173515797E-1,-1.833944768E-1
2.607814375E0,-3.432118893E-1,-2.298715264E-1,-9.431628138E-2
2.617834375E0,-2.586390674E-1,-1.416337639E-1,-2.318927273E-2
2.627853375E0,-1.515738666E-1,-4.765533283E-2,4.508698732E-2
2.637872375E0,-5.245728046E-2,8.454738557E-2,9.949100763E-2
2.647892375E0,2.153544873E-2,2.747735083E-1,1.318894327E-1
2.657911375E0,7.702838629E-2,4.561504424E-1,1.529850215E-1
2.667930375E0,1.123197973E-1,6.059098244E-1,1.727613807E-1
2.677950375E0,1.304701865E-1,7.367146611E-1,1.912985891E-1
2.687969375E0,1.379235834E-1,7.880572081E-1,1.999003291E-1
2.697988375E0,1.471823454E-1,7.285901308E-1,2.081535012E-1
2.708008375E0,1.571391076E-1,5.994689465E-1,2.088262141E-1
2.718027375E0,1.796818376E-1,4.243463874E-1,2.188211679E-1
2.728046375E0,2.058506012E-1,2.892056108E-1,2.537658513E-1
2.738066375E0,2.462132573E-1,1.684012264E-1,3.352947831E-1
2.748085375E0,2.995092273E-1,9.700347483E-2,4.502485394E-1
2.758104375E0,3.460527062E-1,3.098718077E-2,5.704079270E-1
2.768124375E0,3.818229437E-1,-9.169506282E-2,6.864173412E-1
2.778143375E0,3.730707765E-1,-2.278808802E-1,7.700872421E-1
2.788162375E0,3.249855638E-1,-3.124061227E-1,8.255334496E-1
2.798182375E0,2.413849384E-1,-3.108832836E-1,8.670100570E-1
2.808201375E0,1.476467401E-1,-3.053162098E-1,8.916051388E-1
2.818220375E0,6.570869684E-2,-1.093648225E-1,8.716769218E-1
2.828240375E0,-1.590387523E-2,1.589782238E-1,8.290095925E-1
2.838259375E0,-5.064679682E-2,2.688737214E-1,7.808651924E-1
2.848278375E0,-4.690745100E-2,2.343157381E-1,7.148201466E-1
2.858298375E0,-2.144986019E-2,7.536460459E-2,6.457459927E-1
2.868317375E0,2.804605477E-2,-2.694046497E-2,5.589847565E-1
2.878336375E0,8.150243014E-2,4.897559807E-2,4.481653571E-1
2.888356375E0,1.419625729E-1,1.055318192E-1,3.462035656E-1
2.898375375E0,2.144056559E-1,1.394354105E-1,2.531837523E-1
2.908394375E0,2.728085220E-1,1.881829798E-1,1.810661554E-1
2.918414375E0,3.091694117E-1,3.181074262E-1,1.127179563E-1
2.928433375E0,3.185136318E-1,5.467776060E-1,4.692243412E-2
2.938452375E0,3.380573988E-1,8.039160967E-1,7.913436741E-3
2.948471375E0,3.615102768E-1,9.816637635E-1,-1.869047619E-2
2.958491375E0,4.114120305E-1,1.041029096E0,-6.067747995E-2
2.968510375E0,4.589446485E-1,9.527070522E-1,-1.348931342E-1
2.978529375E0,4.993438423E-1,9.563478827E-1,-2.722448707E-1
2.988549375E0,5.495492220E-1,9.160329700E-1,-3.890566826E-1
2.998568375E0,6.255651712E-1,8.243653178E-1,-4.827750921E-1
3.008587375E0,6.958888769E-1,6.984385848E-1,-5.271582603E-1
3.018607375E0,7.533483505E-1,6.734203100E-1,-5.674131513E-1
3.028626375E0,7.959333658E-1,6.449167728E-1,-5.677785277E-1
3.038645375E0,8.300845623E-1,7.358069420E-1,-5.884079933E-1
3.048665375E0,8.638702035E-1,7.652199864E-1,-5.446719527E-1
3.058684375E0,8.836702108E-1,7.535606623E-1,-4.420316517E-1
3.068700000E0,8.896143436E-1,6.969181299E-1,-3.108520508E-1
3.078720000E0,8.785928488E-1,5.631392002E-1,-1.892885566E-1
3.088739000E0,8.428183794E-1,3.841236532E-1,-9.846011549E-2
3.098758000E0,7.730120420E-1,2.372960299E-1,-3.137664497E-2
3.108778000E0,6.737989187E-1,-8.328492194E-2,7.408320159E-2
3.118797000E0,5.677187443E-1,-3.608027697E-1,2.034759372E-1
3.128816000E0,4.224680960E-1,-3.667637110E-1,2.824929953E-1
3.138836000E0,2.624998689E-1,-1.776056588E-1,3.365461528E-1
3.148855000E0,9.897883981E-2,1.694436371E-1,3.662909865E-1
3.158874000E0,-5.799474940E-2,4.719769359E-1,4.044871032E-1
3.168894000E0,-1.682477593E-1,4.032026529E-1,5.042834878E-1
3.178913000E0,-2.519405186E-1,5.294344202E-2,6.580669284E-1
3.188932000E0,-3.476486504E-1,-1.361295432E-1,7.786409855E-1
3.198952000E0,-4.717806876E-1,-7.202730328E-2,8.812543154E-1
3.208971000E0,-5.946336389E-1,1.730924398E-1,9.351628423E-1
3.218990000E0,-7.270808816E-1,5.816975832E-1,9.436966777E-1
3.229010000E0,-8.007098436E-1,7.625765204E-1,1.002961278E0
3.239029000E0,-8.261180520E-1,7.683268189E-1,1.079542756E0
3.249048000E0,-8.192577362E-1,7.606998086E-1,1.164268851E0
3.259067000E0,-7.995820642E-1,7.859374881E-1,1.232246518E0
3.269087000E0,-7.563725114E-1,8.248284459E-1,1.291636586E0
3.279106000E0,-6.833671331E-1,7.954600453E-1,1.350249648E0
3.289125000E0,-5.856970549E-1,6.998674870E-1,1.411867261E0
3.299145000E0,-4.843934178E-1,6.024100780E-1,1.459085703E0
3.309164000E0,-4.073649049E-1,4.555887282E-1,1.514443278E0
3.319183000E0,-3.317213058E-1,2.462225109E-1,1.559692979E0
3.329203000E0,-3.123190999E-1,2.033493370E-1,1.563499689E0
3.339222000E0,-3.033454418E-1,1.483400464E-1,1.561251163E0
3.349241000E0,-2.978563905E-1,5.083479732E-2,1.562717319E0
3.359261000E0,-3.048140705E-1,4.520610347E-2,1.534499645E0
3.369280000E0,-3.241523504E-1,9.162499756E-2,1.470273018E0
3.379299000E0,-3.385493755E-1,6.480355561E-2,1.389040828E0
3.389319000E0,-3.487399518E-1,-7.483743131E-2,1.285094619E0
3.399338000E0,-3.418045640E-1,-2.916254997E-1,1.186973810E0
3.409357000E0,-3.205853105E-1,-5.668240190E-1,1.125787616E0
3.419377000E0,-2.838578820E-1,-7.625803947E-1,1.090613365E0
3.429396000E0,-2.188051045E-1,-9.077982903E-1,1.116029739E0
3.439415000E0,-1.521228552E-1,-9.306336045E-1,1.167089105E0
3.449435000E0,-9.191276133E-2,-6.969872713E-1,1.214459300E0
3.459454000E0,-7.875674963E-2,-2.803253233E-1,1.233020425E0
3.469473000E0,-1.257128119E-1,1.307242513E-1,1.248220921E0
3.479492000E0,-2.307364941E-1,3.914319575E-1,1.243103623E0
3.489512000E0,-3.727722168E-1,4.143412709E-1,1.209870815E0
3.499531000E0,-5.000722408E-1,2.127122134E-1,1.169502854E0
3.509550000E0,-5.608192086E-1,-5.073637236E-3,1.160342455E0
3.519570000E0,-5.704006553E-1,-1.157017648E-1,1.155931711E0
3.529589000E0,-5.399079919E-1,-1.970008910E-1,1.172454834E0
3.539608000E0,-4.580017626E-1,-3.074418306E-1,1.226202726E0
3.549628000E0,-3.477727175E-1,-3.564898074E-1,1.290901303E0
3.559647000E0,-2.469939440E-1,-3.006211817E-1,1.376193881E0
3.569666000E0,-1.912374645E-1,-1.596741825E-1,1.436901927E0
3.579686000E0,-1.776615232E-1,3.639568388E-2,1.502111554E0
3.589705000E0,-1.719216108E-1,2.301912457E-1,1.555692792E0
3.599724000E0,-1.782405376E-1,3.106653690E-1,1.599610567E0
3.609744000E0,-2.188694626E-1,3.116723299E-1,1.618626356E0
3.619763000E0,-2.727661133E-1,3.732960522E-1,1.633614898E0
3.629782000E0,-3.166246414E-1,4.607089758E-1,1.660029769E0
3.639802000E0,-3.201652169E-1,5.426773429E-1,1.715114474E0
3.649821000E0,-2.886206210E-1,6.214802861E-1,1.774956465E0
3.659840000E0,-2.401853353E-1,6.843150258E-1,1.815953374E0
3.669859000E0,-1.782833487E-1,7.095082402E-1,1.843236685E0
3.679879000E0,-1.462291330E-1,6.817128062E-1,1.857565522E0
3.689898000E0,-1.325498074E-1,6.550207734E-1,1.848969102E0
3.699918000E0,-1.339458227E-1,6.290131211E-1,1.829984069E0
3.709937000E0,-1.174209192E-1,5.463403463E-1,1.791364551E0
3.719956000E0,-1.253033429E-1,4.769784808E-1,1.728553295E0
3.729975000E0,-1.511357427E-1,4.078998268E-1,1.632736683E0
3.739995000E0,-1.947688162E-1,3.540506661E-1,1.499973893E0
3.750014000E0,-2.393991202E-1,3.086866438E-1,1.362273812E0
3.760033000E0,-2.906354964E-1,3.217957020E-1,1.257182956E0
3.770053000E0,-3.462537527E-1,3.459756076E-1,1.206729889E0
3.780072000E0,-3.872955441E-1,3.370058239E-1,1.234424710E0
3.790091000E0,-4.390210807E-1,3.453883827E-1,1.300619483E0
3.800111000E0,-4.934526682E-1,3.974100947E-1,1.399284840E0
3.810130000E0,-5.526712537E-1,4.595067501E-1,1.510979652E0
3.820149000E0,-5.790706873E-1,4.617018104E-1,1.634695053E0
3.830169000E0,-5.478786826E-1,4.928821027E-1,1.756300926E0
3.840188000E0,-5.016181469E-1,6.934689283E-1,1.821963906E0
3.850207000E0,-4.589125216E-1,9.330354929E-1,1.813376307E0
3.860227000E0,-3.901442587E-1,1.006611109E0,1.729243279E0
3.870246000E0,-3.467485905E-1,9.066507816E-1,1.587814212E0
