timestep,x,timestamps,date
83.69661461999995,1019.228287,1.454956189352837e+18,2016-02-08 18:29:49.352837120
84.76083161999995,1019.222336,1.4549561904170542e+18,2016-02-08 18:29:50.417054208
85.82515261999995,1019.21669,1.454956191481375e+18,2016-02-08 18:29:51.481374976
86.88949161999996,1019.214172,1.4549561925457142e+18,2016-02-08 18:29:52.545714176
87.95379561999997,1019.214096,1.454956193610018e+18,2016-02-08 18:29:53.610018048
89.01812861999996,1019.214096,1.454956194674351e+18,2016-02-08 18:29:54.674351104
90.08245661999996,1019.215469,1.454956195738679e+18,2016-02-08 18:29:55.738679040
91.14678761999996,1019.223175,1.45495619680301e+18,2016-02-08 18:29:56.803010048
92.21112361999997,1019.230423,1.4549561978673462e+18,2016-02-08 18:29:57.867346176
91.64834053669996,1019.276505,1.454956197304563e+18,2016-02-08 18:29:57.304562944
92.67941953669997,1019.280853,1.454956198335642e+18,2016-02-08 18:29:58.335642112
93.71054053699996,1019.285278,1.454956199366763e+18,2016-02-08 18:29:59.366763008
94.74164553699995,1019.287949,1.454956200397868e+18,2016-02-08 18:30:00.397868032
95.77271053699995,1019.287949,1.454956201428933e+18,2016-02-08 18:30:01.428933120
95.96726153699996,1019.285889,1.454956201623484e+18,2016-02-08 18:30:01.623483904
97.03162853699995,1019.285431,1.454956202687851e+18,2016-02-08 18:30:02.687851008
98.09599753699995,1019.281998,1.45495620375222e+18,2016-02-08 18:30:03.752219904
99.16037253699994,1019.277878,1.454956204816595e+18,2016-02-08 18:30:04.816594944
100.22473153699995,1019.273987,1.454956205880954e+18,2016-02-08 18:30:05.880954112
101.28908953699995,1019.272003,1.454956206945312e+18,2016-02-08 18:30:06.945312000
102.35343053999996,1019.270096,1.454956208009653e+18,2016-02-08 18:30:08.009652992
103.41775153999995,1019.270096,1.454956209073974e+18,2016-02-08 18:30:09.073974016
104.48207453999996,1019.271164,1.454956210138297e+18,2016-02-08 18:30:10.138297088
105.54638353999997,1019.273529,1.454956211202606e+18,2016-02-08 18:30:11.202606080
106.61067053999996,1019.273682,1.454956212266893e+18,2016-02-08 18:30:12.266893056
107.67500453999996,1019.27536,1.454956213331227e+18,2016-02-08 18:30:13.331226880
108.73932253999996,1019.27536,1.454956214395545e+18,2016-02-08 18:30:14.395545088
109.80361253999996,1019.274368,1.454956215459835e+18,2016-02-08 18:30:15.459834880
