timestep,x,y,z,timestamps,date
0.01338945834,0.414623723,-0.3816226226,-2.714092734,1.454956105669612e+18,2016-02-08 18:28:25.669612032
0.02339645833,0.7206757611,0.0832076329,-3.081424177,1.4549561056796188e+18,2016-02-08 18:28:25.679618816
0.03340245834,0.3345940518,-0.06383580744,-1.509768038,1.4549561056896248e+18,2016-02-08 18:28:25.689624832
0.04340845834,0.4129116583,-0.162313444,-1.732027722,1.4549561056996308e+18,2016-02-08 18:28:25.699630848
0.05341445834,-0.006682198048,-0.1061597085,-1.823116232,1.4549561057096369e+18,2016-02-08 18:28:25.709636864
0.06342045833,0.2112040606,0.4218225226,-1.087382137,1.454956105719643e+18,2016-02-08 18:28:25.719642880
0.07342645833,0.6104019517,0.2797182253,-1.4575518180000002,1.454956105729649e+18,2016-02-08 18:28:25.729648896
0.08343245834,1.381627477,-0.6903430375,-2.944878827,1.454956105739655e+18,2016-02-08 18:28:25.739654912
0.09343845834,1.889107323,-0.2830613708,-3.867619159,1.454956105749661e+18,2016-02-08 18:28:25.749660928
0.1034454583,1.246984519,0.7593594781,-2.242580865,1.454956105759668e+18,2016-02-08 18:28:25.759667968
0.1134514583,1.305349964,0.1075145084,-2.5389581000000003,1.454956105769674e+18,2016-02-08 18:28:25.769673984
0.1234574583,0.8499416193000001,-1.12195263,-1.6648473069999998,1.45495610577968e+18,2016-02-08 18:28:25.779680000
0.1334634583,1.718130206,-1.253753841,-0.1655194724,1.454956105789686e+18,2016-02-08 18:28:25.789686016
0.1434694583,2.640251171,-1.394084385,0.9319689918,1.454956105799692e+18,2016-02-08 18:28:25.799692032
0.1534754583,2.432743428,-1.673541825,1.251616391,1.454956105809698e+18,2016-02-08 18:28:25.809698048
0.1634814583,2.07431554,-1.011745771,1.398734676,1.4549561058197038e+18,2016-02-08 18:28:25.819703808
0.17348845829999998,1.858885112,-0.7138750107999999,1.917189746,1.4549561058297108e+18,2016-02-08 18:28:25.829710848
0.1834944583,1.904254535,-1.628022274,0.6595267493,1.4549561058397169e+18,2016-02-08 18:28:25.839716864
0.1935004583,2.2612130180000003,-3.776049423,-2.206847361,1.454956105849723e+18,2016-02-08 18:28:25.849722880
0.2035064583,3.097315739,-4.135116411,3.292913289,1.454956105859729e+18,2016-02-08 18:28:25.859728896
0.2135124583,4.633873381,-3.178235942,5.677542902999999,1.454956105869735e+18,2016-02-08 18:28:25.869734912
0.2235184583,4.867538351,-3.429570905,5.328253629,1.454956105879741e+18,2016-02-08 18:28:25.879740928
0.2335244583,4.354615039,-5.108122332,3.627608498,1.454956105889747e+18,2016-02-08 18:28:25.889746944
0.2435304583,3.736726605,-5.768074173,4.580361418,1.454956105899753e+18,2016-02-08 18:28:25.899752960
0.2535374583,1.7215720230000002,-4.569666568,7.252731344,1.45495610590976e+18,2016-02-08 18:28:25.909760000
0.2635434583,-0.8096885097,-2.5667695040000003,7.586326107,1.454956105919766e+18,2016-02-08 18:28:25.919766016
0.2735494583,-2.933227958,-0.6746018945000001,5.984880744,1.454956105929772e+18,2016-02-08 18:28:25.929772032
0.2835554583,-3.904101399,0.9528169468,5.710111894,1.454956105939778e+18,2016-02-08 18:28:25.939778048
0.2935614583,-2.293040582,-0.5224131967,6.768487163,1.4549561059497838e+18,2016-02-08 18:28:25.949783808
0.3035674583,0.2618082038,-1.6696665819999998,5.857358817000001,1.4549561059597898e+18,2016-02-08 18:28:25.959789824
0.3135734583,1.224049108,-1.3974184669999998,3.129065536,1.4549561059697958e+18,2016-02-08 18:28:25.969795840
0.3235804583,1.565161636,-0.5758713658,3.113138305,1.454956105979803e+18,2016-02-08 18:28:25.979802880
0.3335864583,1.976292232,0.31200158,2.91297408,1.454956105989809e+18,2016-02-08 18:28:25.989808896
0.3435924583,2.15015802,0.7027451281,2.953142697,1.454956105999815e+18,2016-02-08 18:28:25.999814912
0.3535984583,1.86847016,-0.5773346315,-5.003234977,1.454956106009821e+18,2016-02-08 18:28:26.009820928
0.3636044583,1.167624646,1.75963155,-14.70687939,1.454956106019827e+18,2016-02-08 18:28:26.019826944
0.3736104583,2.73368383,6.275335919,-16.84714977,1.454956106029833e+18,2016-02-08 18:28:26.029832960
0.3836164583,1.7946905780000002,1.953746684,-6.482453652999999,1.454956106039839e+18,2016-02-08 18:28:26.039838976
0.3936224583,1.777016199,-1.73496931,-4.421949236000001,1.454956106049845e+18,2016-02-08 18:28:26.049844992
0.4036294583,3.128554489,-2.16197305,-3.993861129,1.454956106059852e+18,2016-02-08 18:28:26.059852032
0.4136354583,2.065185698,-4.842780948,-5.300251898,1.454956106069858e+18,2016-02-08 18:28:26.069858048
0.4236414583,-0.4677328134000001,-5.504618517000001,-5.96864478,1.4549561060798638e+18,2016-02-08 18:28:26.079863808
0.4336474583,0.5869557863,-3.5567770810000003,-4.415688622,1.4549561060898698e+18,2016-02-08 18:28:26.089869824
0.4436534583,5.095196477,-3.056881074,-1.341981601,1.4549561060998758e+18,2016-02-08 18:28:26.099875840
0.4536594583,7.321851865,-1.859480359,2.8339583160000004,1.4549561061098819e+18,2016-02-08 18:28:26.109881856
0.4636654583,6.6925014260000015,-0.2318654895,3.304675548,1.454956106119888e+18,2016-02-08 18:28:26.119887872
0.4736724583,4.168248489,-0.1027238846,3.078550855,1.454956106129895e+18,2016-02-08 18:28:26.129894912
0.4836784583,2.107285066,-1.289794031,3.491297622,1.454956106139901e+18,2016-02-08 18:28:26.139900928
0.4936844583,0.4204112971,-2.509187294,1.670362986,1.454956106149907e+18,2016-02-08 18:28:26.149906944
0.5036904583,-1.323540067,-3.822134545,-0.6500156683,1.454956106159913e+18,2016-02-08 18:28:26.159912960
0.5136964583,-2.368684841,-4.542760897,-2.731657185,1.454956106169919e+18,2016-02-08 18:28:26.169918976
0.5237024583,-3.59760468,-4.406332785,-4.757581168,1.454956106179925e+18,2016-02-08 18:28:26.179924992
0.5337084583,-4.928588253,-3.029614338,-5.940874599,1.454956106189931e+18,2016-02-08 18:28:26.189931008
0.5437144583,-5.0613235560000005,-1.199313485,-5.143559967,1.454956106199937e+18,2016-02-08 18:28:26.199937024
0.5537214583,-4.625315981,-0.2066262755,-3.34606331,1.4549561062099438e+18,2016-02-08 18:28:26.209943808
0.5637274582999999,-4.51209576,-0.1353946173,-1.647507974,1.4549561062199498e+18,2016-02-08 18:28:26.219949824
0.5737334583,-5.318135607,-1.290196905,-0.4741992491,1.4549561062299558e+18,2016-02-08 18:28:26.229955840
0.5837394583,-6.395997307000001,-1.750023405,0.3347221059,1.4549561062399619e+18,2016-02-08 18:28:26.239961856
0.5937454583,-6.543975717,-0.9639187628,0.5857319641,1.4549561062499679e+18,2016-02-08 18:28:26.249967872
0.6037514583,-5.856905658,-0.014252003430000004,0.5248723894,1.454956106259974e+18,2016-02-08 18:28:26.259973888
0.6137574583,-5.443660709,0.4437568903,0.33844502810000004,1.45495610626998e+18,2016-02-08 18:28:26.269979904
0.6237644582999999,-5.510047656,0.8778708448999999,-0.4681848031000001,1.454956106279987e+18,2016-02-08 18:28:26.279986944
0.6337704583,-5.974295529,0.1412582052,0.4793418753,1.454956106289993e+18,2016-02-08 18:28:26.289992960
0.6437764583,-6.37162962,-0.1631887722,-0.1817677152,1.454956106299999e+18,2016-02-08 18:28:26.299998976
