,acc_phone_x,acc_phone_y,acc_phone_z,bar_phone_x,gyr_phone_x,gyr_phone_y,gyr_phone_z,linacc_phone_x,linacc_phone_y,linacc_phone_z,loc_phone_latitude,loc_phone_longitude,loc_phone_h,loc_phone_vel,loc_phone_dir,loc_phone_hor_acc,loc_phone_ver_acc,mag_phone_x,mag_phone_y,mag_phone_z,dist_phone_dis,labelcrunch,labeljumpingjack,labellegraise,labellunge,labelpushup,labelsquad,labelswitch
1970-01-01,0.13477471729821458,-1.3078311047061482,2.385280260425989,1019.237975240437,0.016406404559471635,0.006530621608244857,-0.03635633636870098,0.1613806193550045,0.058127315274260655,0.3243299351412687,52.108284869,5.092752368726666,5.46389644816,0.09340991016133335,19.37432310959867,10.176989400573335,10.176989400573335,7.684525343241073,15.898233970395424,-11.657086007238245,3.3333333333333335,1,1,1,1,1,1,0
