,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,linacc_phone_x,linacc_phone_y,linacc_phone_z,mag_phone_x,mag_phone_y,mag_phone_z,labelswitch,labelsquad,labellunge,labeljumpingjack,labellegraise,labelcrunch,labelpushup,simple_dist_outlier
2016-02-08 18:30:52.160764416,-7.1902378236,-1.8874400481,6.3803470002,0.6445024028099999,1.00266864064,-0.0706155676812,-0.14624769281,-0.22902518986,-0.23567167601000005,22.238175201999997,34.439385987,-22.912203979,0,0,0,0,1,0,0,False
2016-02-08 18:30:52.260764416,-7.620922210700001,-1.32785870356,5.9343644258,-0.501417934155,2.01559749845,0.3265808732878001,0.685580597413,0.107572059634,0.94963190996,27.345121002000003,33.408454131,-17.686047363999997,0,0,0,0,1,0,0,False
2016-02-08 18:30:52.360764416,-9.0992330476,-2.05539079268,4.3502386322,0.204491063576,1.2537663582590002,-0.050726697408999995,-0.0723929151936,-0.6785750190100001,0.787528673365,30.471213531,33.023606871999995,-12.335809326,0,0,0,0,1,0,0,False
2016-02-08 18:30:52.460764416,-11.047072494099998,-1.7080979919999997,2.0398531037,-0.46974800674999995,-0.308770768713,-0.10929613488000003,-2.017350094245,-0.0006546688926000021,-1.3876255798,29.839243889000002,33.934668731,-11.269839479000002,0,0,0,0,1,0,0,False
2016-02-08 18:30:52.560764416,-9.9266374514,-1.08811724853,3.4268837585000003,-0.255382009596,2.0184522629,1.6474358201999997,-0.4963361058299999,-0.218849419361,0.9847367215799999,33.196371461,30.663259886,-7.2889129641,0,0,0,0,1,0,0,False
2016-02-08 18:30:52.660764416,-9.036872726,-0.6322552185599999,3.6915034790499996,-0.14111253545000008,-1.2260051906799998,1.7017617462999999,0.53494334124,-1.208390147641,1.73631234255,37.765708542000006,24.456166839,-4.1543487547,0,0,0,0,1,0,0,False
2016-02-08 18:30:52.760764416,-11.767404557,2.936817856,1.69643724063,0.9318899512499998,1.08744415641,2.2820927025,-2.5174248515,0.425175389134,-0.24960624888,41.044062042,15.901448057999994,-5.6090270996000005,0,0,0,0,1,0,0,False
2016-02-08 18:30:52.860764416,-9.879620223500002,4.13567482,1.3605656890779998,0.57204750179,0.527260937576,2.0059929967,-1.4012220225900005,-0.632259399308,0.2237951186500001,43.156607438,4.39370422355,-3.4668487549,0,0,0,0,1,0,0,False
2016-02-08 18:30:52.960764416,-5.681751403777777,4.826247100777778,-0.003226623522222234,0.5344891184,1.178729799,1.6496913700000002,1.927443553222222,-1.3411982035555556,-0.13084335171555553,42.46185090777778,-3.7323845756111114,0.4996846515708888,0,0,0,0,1,0,0,False
2016-02-08 18:30:53.060764416,-6.399791565,6.5154410704,-0.93534494013,0.4400490041649999,0.98250251417,1.0943775415,0.35446984880000004,-0.52197766673,0.013767225417400004,41.035368348000006,-9.133134079400001,5.449673462000001,0,0,0,0,1,0,0,False
2016-02-08 18:30:53.160764416,-3.9343734283,6.573400543200001,-0.97465319826,0.032694990657,-0.05160862656,0.36809858083999997,2.1729602901400003,-0.95708927336,0.5137755289899999,39.428514481,-12.475596998,8.4998779297,0,0,0,0,1,0,0,False
2016-02-08 18:30:53.260764416,-5.287424743600001,7.3364088593,-1.694042221,-0.17520103901999998,-0.64046776891,0.11792604513500002,0.724093517156,-0.34148365067,-0.6346069248100001,39.367409896999995,-13.414841079,6.1177124023000005,0,0,0,0,1,0,0,False
2016-02-08 18:30:53.360764416,-4.4215353701,6.706892944400001,-1.36174823,-0.28672237394999994,-0.24136717915999997,-0.54741448462,1.80301900098,-0.8438292324969999,-0.69884704161,39.905431366,-12.459033967,4.4207366942,0,0,0,0,1,0,0,False
2016-02-08 18:30:53.460764416,-5.454612075699999,7.7067088165,-0.594698318431,0.211134501275,-0.08579956814300001,-0.8620493173200001,1.2761407242800002,0.5919073839719999,-0.094314773489,40.985868836,-9.616403960700001,3.5747924805,0,0,0,0,1,0,0,False
2016-02-08 18:30:53.560764416,-7.7055861511,6.5643743132,0.39935453799000004,-0.038291771615800003,-0.52690117657,-1.3415182472000002,-0.20697184592400006,0.26112694466099995,0.735430402199,42.310213469000004,-4.8069999695,2.3658538816999997,0,0,0,0,1,0,0,False
2016-02-08 18:30:53.660764416,-7.391599090700001,4.167408828799998,1.2309801635200002,-0.560460479566,-0.8117293030000001,-1.885751605,1.0041630431600002,-0.8621093243500001,0.9505994414300002,43.02557106,2.1398422241599997,-0.5405944824239999,0,0,0,0,1,0,0,False
2016-02-08 18:30:53.760764416,-9.5325818946,3.3223112183,2.03302729796,-0.5139763027500001,-0.8854627966599999,-2.5013805865000003,-0.3032402289400001,0.347268841975,0.7598878324449999,41.659357453,12.522122191500001,-3.8981445314,0,0,0,0,1,0,0,False
2016-02-08 18:30:53.860764416,-12.3220162347,2.28565695187,1.7783918153029998,0.157885542503,-0.971258976345,-1.49090694177,-2.893293229059,1.32067292146,-0.71227974418,37.844637681,21.983145905,-8.869451903999998,0,0,0,0,1,0,0,False
2016-02-08 18:30:53.960764416,-9.1177645111,-1.24687710582,2.3003414153599997,0.04076749794699999,-0.3933305949050001,-1.6642548203,0.23617050199999995,-0.825659521403,-0.58696487878,34.350803756,27.644606780000004,-11.48112793,0,0,0,0,1,0,0,False
2016-02-08 18:30:54.060764416,-9.6739329524,-2.1447100524000002,3.6316878662,-0.10944299268870003,-0.25489615443700003,-1.1666247368,-0.5578391667600001,-0.472055338278,0.433769816739,30.366481019000002,32.779359436,-12.750769041999998,0,0,0,0,1,0,0,False
2016-02-08 18:30:54.160764416,-8.257293869,-2.9217891082,3.7468733367000007,-0.58136699497,0.30682691243300003,-0.90553228259,0.64417178554,-0.13479042449800005,0.725603180518,26.975631524,36.870172119,-11.545397948000002,0,0,0,0,1,0,0,False
2016-02-08 18:30:54.260764416,-9.239341690699998,-4.1039408112,2.5024960327000003,-0.6518051651369,-0.121738824618,-0.34874079225000004,-0.5312503571,-0.5291415000999999,-0.250992842817,24.600667954000002,39.863317871999996,-8.807180786100002,0,0,0,0,1,0,0,False
2016-02-08 18:30:54.360764416,-8.731807113799999,-4.08487046814,2.7858567811,0.38242876343500004,-0.6344805210800001,0.101890977658,-0.139853411581,-0.4644117118900001,-0.25651147426,23.950329018,40.414878082,-9.2085235597,0,0,0,0,1,0,0,False
2016-02-08 18:30:54.460764416,-8.5132017058,-3.3189731598,3.4888997956000005,0.13282994359300002,-1.0347145318800002,0.44213591515,-0.13052376976,-0.008217764582999956,-0.37128234799,23.878743935,39.539371491,-11.918750001,0,0,0,0,1,0,0,False
2016-02-08 18:30:54.560764416,-8.3216600191,-2.809148346,5.0646729585,-0.09727380732117,-0.4153644266379001,0.14474906482799998,-0.15304244972499995,0.20745263322600005,0.548271104687,23.747167397,38.591082001,-14.340994264,0,0,0,0,1,0,0,False
2016-02-08 18:30:54.660764416,-8.3796494294,-2.966875351,4.730537796,0.196423456813,0.26290012673,-0.11319207847800003,-0.23977051572800004,0.005909985512599996,0.13288607408800002,23.644348334,38.43278122,-14.821685792,0,0,0,0,1,0,0,False
2016-02-08 18:30:54.760764416,-8.6161725767,-3.0914762423,4.189742385699999,-0.15898120413333,0.8297298520999999,-0.17873110772,-0.31366160453400005,0.011677942152900005,-0.009119288287,23.826033401,38.807289886,-13.664941407,0,0,0,0,1,0,0,False
2016-02-08 18:30:54.860764416,-9.0287895354,-3.1821127625,4.0175404817,0.16529853197000002,0.5944595385320001,0.25714162365,-0.319982035348,0.032963532063500015,0.8571517040600001,24.999804686999997,39.14077835000001,-10.118780518,0,0,0,0,1,0,0,False
2016-02-08 18:30:54.960764416,-8.977236740099997,-3.2362851106,2.3902444611,0.482855183669,0.25435790419599996,0.46313530206,-0.106901486273,-0.59806447282,-0.8600854275799998,26.95429573,36.880305482,-12.073556519,0,0,0,0,1,0,0,False
2016-02-08 18:30:55.060764416,-9.3297686463,-3.2452664338000003,2.7123446504000004,-0.1203289694971,0.51481228173,0.7866101383999999,-0.1991074578255,-1.2376999737799999,-0.24871546928000005,29.370127678000003,34.556988526,-11.610696409,0,0,0,0,1,0,0,False
2016-02-08 18:30:55.160764416,-9.3247241363,-1.13950538627,3.7896094666,-0.86492640375,0.45502745881800005,1.2772225440800002,0.12551726668000013,0.053020102993,1.46951859787,32.675721551,31.270180511,-7.9353546146,0,0,0,0,1,0,0,False
2016-02-08 18:30:55.260764416,-10.2939136962,0.25813819881000005,1.9846179657,0.12089460863600003,0.19020448850239904,1.7675544738999998,-0.7323614215600001,0.10381345478000004,-0.144380296736,36.603134918,26.007868956,-5.595962524400001,0,0,0,0,1,0,0,False
2016-02-08 18:30:55.360764416,-10.7358397058,0.5061574403009999,1.961760498,0.55426621435,0.7741783678499999,1.8993128538,-1.2625097536799998,-1.4493366845919995,0.442132022176,40.331480408000004,18.407684326,-4.1180633544999985,0,0,0,0,1,0,0,False
2016-02-08 18:30:55.460764416,-10.0758321994,3.6026781920000004,1.067490142776,0.4336675018099999,0.5358616188199999,2.2368410708,-1.1926833568500002,-0.4165458197625,0.22998088067000005,42.552457809,8.669103240899997,-1.93329162595,0,0,0,0,1,0,0,False
2016-02-08 18:30:55.560764416,-7.1398376312,6.772097351099999,0.2667303314599999,0.49975177049,0.6679412274900001,1.9611504556000001,0.81219111799,1.0601253409,0.33325503582,42.671638489,-0.6168411255049999,1.50772399909,0,0,0,0,1,0,0,False
2016-02-08 18:30:55.660764416,-5.9417740173,6.029401794500001,-0.7347770232199999,0.4613788232099999,0.24730213658,1.33752843128,0.8422821176599999,-1.02095618797,-0.14556468315599996,41.358638381999995,-8.7919242847,3.4704986572000003,0,0,0,0,1,0,0,False
2016-02-08 18:30:55.760764416,-5.5275703583,6.846672271799999,-1.2582534485299999,0.059253280607,0.263421062379,0.6030555337599999,0.5629865876503999,-0.78146914529,-0.30019765227800005,39.881846238,-12.764330292,4.8026458738999995,0,0,0,0,1,0,0,False
2016-02-08 18:30:55.860764416,-4.152065734900002,6.879738510099998,-0.9612859955,-0.0246170353303,0.046011076131,0.116269684482,1.6521779696,-0.94530421021,0.184337113341,39.037944795,-14.291213989000001,5.7929962159000015,0,0,0,0,1,0,0,False
2016-02-08 18:30:55.960764416,-3.7420383912,7.484989883300001,-0.7205416259599999,-0.170010268686,-0.44075291603,-0.39670803398,2.2124553669,-0.256743637915,0.18399360403419,39.403274153000005,-13.83427887,5.005828857300001,0,0,0,0,1,0,0,False
2016-02-08 18:30:56.060764416,-5.766952560499999,6.5843577574999985,-0.89049819938,-0.27256674619000004,-0.36190309225999995,-1.0820697306800002,0.7347116515000001,-0.7375793598999999,-0.402588132276,40.576737595,-11.2238594048,2.9303527832,0,0,0,0,1,0,0,False
2016-02-08 18:30:56.160764416,-6.8722091675,6.3279858856,-0.228140579183,-0.54791250526,-0.31163788141000004,-1.4845461726000002,0.553880016986,-0.06631157701000001,-0.23031726051100002,42.133526994,-5.457662963900001,1.2104461669,0,0,0,0,1,0,0,False
2016-02-08 18:30:56.260764416,-8.147871414199999,4.4248434906,1.1042387236800002,-0.75756698251,-0.68907460868,-1.8691462756000001,0.19873732907,-0.6290934243299999,0.293753976766,42.871474456,1.93392105102,-1.279696655293,0,0,0,0,1,0,0,False
2016-02-08 18:30:56.360764416,-9.8699203948,3.6841687316000002,1.5246544649000002,-0.47542710753,-0.325216364139,-2.4224042416,-0.71454325983,0.6090716516429999,-0.0425618681079,41.669242096,11.9356948856,-3.3680603027999996,0,0,0,0,1,0,0,False
2016-02-08 18:30:56.460764416,-11.9297868793,2.09607618721,2.18033596789,-0.37789711655,-0.7181687563600001,-2.0428287505,-2.376370246185,1.383682751168,0.1850711142700001,37.768817138,22.780388641,-4.3238494873,0,0,0,0,1,0,0,False
2016-02-08 18:30:56.560764416,-9.4283237,-1.82493003852,1.85652932737,-0.48620742559,0.91944700769,-1.9806069732,0.111911673004,-0.7468253244290001,-0.03734249718000003,33.719402886,29.780978393,-3.6105590819000013,0,0,0,0,1,0,0,False
2016-02-08 18:30:56.660764416,-9.167820419600002,-1.58342225637,2.11206294252,0.402925462658,-0.281998554261,-1.8962412715,0.012953921505000032,1.3801839017500002,0.4103777381805,27.791200065,36.768237305999996,-2.4038848878,0,0,0,0,1,0,0,False
2016-02-08 18:30:56.760764416,-8.9859935293,-6.8333050689000014,1.850945938013,0.19025199860000006,0.1703224572863,-0.8859147711600001,-0.3774430913480001,-2.50550296321,0.02251967387999999,22.267784118,41.862551116999995,-3.3696899413,0,0,0,0,1,0,0,False
2016-02-08 18:30:56.860764416,-8.269164184600001,-4.6457541048,2.1979543304000004,0.0721548658912,-0.10921876951049997,0.14458877464865,0.25953416312,-0.15532683996830002,0.3733419565990001,21.148326874000002,42.643764498,-4.415368652200001,0,0,0,0,1,0,0,False
2016-02-08 18:30:56.960764416,-8.580920883100001,-4.2134231414,2.1365071106,0.10796418002999998,-0.6790318382921999,0.51885468662,-0.0169391498506,-0.058146583561000026,-0.22570785977500005,22.067777443,41.867291259,-5.7886566162,0,0,0,0,1,0,0,False
2016-02-08 18:30:57.060764416,-8.6138224641,-3.7719012909,3.2002550355,-0.25354683566700004,-1.19867022639,0.5613474160499999,-0.10033541392999999,-0.052449933707500014,0.06580333703440003,23.328977394000002,40.559739685,-7.866690063499999,0,0,0,0,1,0,0,False
2016-02-08 18:30:57.160764416,-8.6837570343,-3.4094001160000005,3.7151542968,0.199787034088,-0.4917553730490002,0.22571667954,-0.298444167313,-0.035835245847090004,-0.0937805390071,24.032709121,39.495352935999996,-9.87793274,0,0,0,0,1,0,0,False
2016-02-08 18:30:57.260764416,-8.5925666656,-3.1823522644,4.1189545898,-0.1241937424095,0.29910358341,0.022564780344,-0.18548730450999998,0.063452697876,0.244453316869,24.418432428000003,38.974874116,-10.3277252201,0,0,0,0,1,0,0,False
2016-02-08 18:30:57.360764416,-8.670943679799999,-3.2735576019999995,3.5085838623,0.27208913414900004,0.6265924662300001,-0.22638726531999998,-0.151900956266,0.040743135542,-0.04918078467099998,24.500786971,39.217642212,-9.4488677977,0,0,0,0,1,0,0,False
2016-02-08 18:30:57.460764416,-8.716179611299998,-3.5243610535000003,3.2203881681,0.12909913193100006,0.75903801322,-0.36923382579999997,-0.0539613804782,-0.0011600875870000026,0.26218640165999996,24.106402206,39.744243621,-8.461221313500001,0,0,0,0,1,0,0,False
