,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,linacc_phone_x,linacc_phone_y,linacc_phone_z,mag_phone_x,mag_phone_y,mag_phone_z,labelswitch,labelsquad,labellunge,labeljumpingjack,labellegraise,labelcrunch,labelpushup,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
2016-02-08 18:28:25.658190336,-3.332094407576528,3.89429415914718,8.637775981638644,-1.0208791795955,-1.2726807037786012,-1.3788037667191002,-0.42453119512626186,1.7760899034798927,0.19806098958462662,-1.5978301646638748,-12.664342181944294,-51.19137294529402,1,0,0,0,0,0,0,-0.12770885574679172,0.5888056983279885,-0.30164938211986053,-0.16940339323139642,-0.26309823170407365,0.16898425678746556,0.01032616706881638
2016-02-08 18:28:25.758190336,-2.6441843663536413,1.5429880801401026,9.852731000783947,-0.7873578203090862,-1.1376525744548958,-0.4491713160421139,-0.23548975439707914,1.0758232768297502,0.4669055769156668,-4.678745268888818,-3.3897102840622106,-52.71599319434658,1,0,0,0,0,0,0,-0.08161308775264695,0.5213820158263728,-0.41902898495712504,-0.019902779628464647,-0.23285246299650983,0.10009684969155336,0.02853198629195096
2016-02-08 18:28:25.858190336,-1.9826267020958837,-0.47319279018900723,10.530082722256696,-0.3120120540653735,-1.19883879599267,0.37917172389988935,-0.4303515524515928,-0.10090430943006982,0.5521569582502197,-8.593703836076866,2.2631804828211672,-53.29111338363883,1,0,0,0,0,0,0,-0.06620499540597166,0.4589717824035362,-0.5048973204002516,0.1307409229019036,-0.1523518984959024,0.011767518108908196,0.009707547592470079
2016-02-08 18:28:25.958190336,-1.0788384663840958,-1.787757743955564,10.380081669307048,0.42486885195785956,-1.5148279762497285,1.0362265686585048,-0.9970603810306884,-1.6668813558723523,0.4104306126947973,-14.032182252129894,3.174326944546372,-51.93997794890638,1,0,0,0,0,0,0,-0.09993809225248418,0.39395998564293017,-0.5408441209217723,0.2715391990150162,-0.016390054318339738,-0.08800179686045295,-0.0421606767855486
2016-02-08 18:28:26.058190336,0.5653583666992158,-2.117580053897336,9.448687884364132,1.1696950780865072,-1.9631968999961695,1.5027507629491257,-1.486061501585749,-2.896921626534721,0.16978766749383248,-21.243346216875224,1.5136688052908536,-47.790450379603236,1,0,0,0,0,0,0,-0.17974061743551473,0.305509333495963,-0.5270294152863059,0.3797926100116569,0.12493542870260789,-0.16052733982278383,-0.07847483427106301
2016-02-08 18:28:26.158190336,3.2242723174599903,-1.5016648407130302,7.996987531353137,1.5555416392580415,-2.325222300669321,1.8114907657905899,-1.3795996394355572,-2.936218539310341,0.02053550864128716,-29.633682336835367,1.3083835968664252,-40.403770866697336,1,0,0,0,0,0,0,-0.27819416310300554,0.17335102394257762,-0.47726075004139706,0.43575867798631973,0.19880519477914924,-0.16230751790744363,-0.044933683444643546
2016-02-08 18:28:26.258190336,6.481630755845717,-0.45950046012977885,6.284085970847666,1.3623126352391763,-2.4335216475258163,2.026445530719761,-0.5700089391518571,-1.5002312214443292,0.05678054625932374,-37.55602266709974,5.822896265929342,-30.11393245122161,1,0,0,0,0,0,0,-0.3506240113698046,-0.0038173442052220783,-0.4082136617574186,0.43976109245627204,0.16219732693064773,-0.08051338405313137,0.06818467367172197
2016-02-08 18:28:26.358190336,9.209386191344205,0.1386235056333089,4.427349452686435,0.6904323670790918,-2.2753425435167,2.205165281985478,0.4635657432000933,0.7917829179319893,0.19713143962937518,-42.61661761450015,15.540010458245058,-18.13848118941294,1,0,0,0,0,0,0,-0.3519872922127203,-0.19969541746178265,-0.3308385522794627,0.41615568459070096,0.03631196925372826,0.04983823109037474,0.20700853612214393
2016-02-08 18:28:26.458190336,10.132579481874288,-0.5050118067151922,2.440788426287812,-0.07863672302113332,-1.9804717606706985,2.360216211950207,0.9576763859413465,2.7318052750190973,0.2496194887411731,-42.56298215348545,28.013308216445445,-6.3416328292053015,1,0,0,0,0,0,0,-0.25759220601625776,-0.3694355100003469,-0.24965074873935567,0.3982320739502173,-0.102431677356387,0.16162119274339248,0.28509629613576787
2016-02-08 18:28:26.558190336,8.644051560589958,-2.6425036772726336,0.3995801612052602,-0.5124163129061376,-1.7103770670338285,2.443165123020358,0.4350001588976325,3.2741130695158933,0.07139415442982698,-36.40063320328121,39.51697160291349,3.2759246342781188,1,0,0,0,0,0,0,-0.07734997455839059,-0.47175233190409926,-0.1690048442730055,0.4039829770082195,-0.16948774992094862,0.1943692157239299,0.2433268341564316
