,acc_phone_x,acc_phone_y,acc_phone_z,bar_phone_x,gyr_phone_x,gyr_phone_y,gyr_phone_z,linacc_phone_x,linacc_phone_y,linacc_phone_z,loc_phone_latitude,loc_phone_longitude,loc_phone_h,loc_phone_vel,loc_phone_dir,loc_phone_hor_acc,loc_phone_ver_acc,mag_phone_x,mag_phone_y,mag_phone_z,dist_phone_dis,labelswitch,labelsquad,labellunge,labeljumpingjack,labellegraise,labelcrunch,labelpushup
2016-02-08 18:28:32.858190336,-2.4711512147,-8.0483733216,1.44064915458,,-1.3956304968200002,0.7316028119700001,1.03204621674,-1.1411707683,1.5735828543,2.065499006,,,,,,,,17.05612812,50.035972595,-6.0561419486000005,,0,1,0,0,0,0,0
2016-02-08 18:28:32.958190336,-1.375878845036,-9.1274344025,-4.989843566959999,,-2.2070963621999997,-2.43598640557,1.39034023281,1.357482262258,-0.20105732887000002,-0.4670270836099996,,,,,,,,23.284039690000004,47.575820922000005,0.31386833188,,0,1,0,0,0,0,0
2016-02-08 18:28:33.058190336,-5.2588940734200005,-8.759379776,-2.7067911987325,,-1.6144579410000002,0.499537752893,0.9940070062600002,-1.4600765871099999,-0.5236624836120001,0.5475542651699999,,,,,,,,29.601973344,43.09752884,5.9011671544,,0,1,0,0,0,0,0
2016-02-08 18:28:33.158190336,-2.3157593536200003,-7.119030899199999,-5.5820720214,,-1.5584631617272726,0.07078762149181818,0.7084654976090909,2.3556552781818185,-0.54201754205,0.027641303373636298,,,,,,,,33.28765210181818,38.27989092818182,13.466710437272726,,0,1,0,0,0,0,0
2016-02-08 18:28:33.258190336,-4.1253013916,-5.540683090300001,-6.5695984498,1015.649033,-1.1980494736999998,-0.14253017985799998,0.59039853216,0.8621391450699999,0.07711255380159995,-0.448727374469,,,,,,,,36.162352373000004,33.015280915000005,18.613118553,,0,1,0,0,0,0,0
2016-02-08 18:28:33.358190336,-4.403423034799999,-4.3663301697999986,-7.5177118377999985,,-1.1645774961900002,-0.06897594076159999,0.55728690625,0.95699460707,0.32209747020999996,-0.7046271421699999,,,,,,,,38.483427047,28.056727980999998,21.240670014000003,,0,1,0,0,0,0,0
2016-02-08 18:28:33.458190336,-6.1165206299,-3.7248990325,-7.8335700075,,-0.7072100072999999,-0.07493447660199999,0.4669376283999999,-0.4431124686899999,-0.0058235928920000206,-0.6767539329300001,,,,,,,,40.040069197,23.323540498000003,23.524347496999997,,0,1,0,0,0,0,0
2016-02-08 18:28:33.558190336,-6.692986862200001,-3.9169945680000002,-8.2321611329,,-0.183152633719,-0.11454454361500002,0.27376003677475,-0.9378977760700001,-0.7381743140800001,-0.9787345548300002,52.36608981,4.87954603,2.412818051,0.01612689719,8.665199077999999,12.80894009,12.80894009,41.31096191499999,19.658863447999998,24.29017715400001,,0,1,0,0,0,0,0
2016-02-08 18:28:33.658190336,-6.369584381,-2.9565019225999998,-8.647502426199999,,0.18190902039050003,0.15003796070199998,-0.251226165887,-0.6062046448599999,0.20256447791,-1.3499428770000002,,,,,,,,41.901879119,18.497582245,24.514215088,,0,1,0,0,0,0,0
2016-02-08 18:28:33.758190336,-5.138409622199999,-3.0524374236000003,-9.092152771000002,,0.56619735361,0.16724619306070002,-0.7079184114899999,0.24067145473999998,0.67540050713,-1.8540908631,,,,,,,,40.787965776,20.72899475,24.712921715,,0,1,0,0,0,0,0
