,Unnamed: 0,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,linacc_phone_x,linacc_phone_y,linacc_phone_z,mag_phone_x,mag_phone_y,mag_phone_z,labelswitch,labelsquad,labellunge,labeljumpingjack,labellegraise,labelcrunch,labelpushup,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
0,2016-02-08 18:28:25.658355968,-3.8439946934364473,4.284705881115672,5.425302934690222,-1.6822590125467305,-2.713955377354018,0.18671778375029333,0.6624520752368421,-0.10084554718283316,-2.2471964069166788,26.482138888457502,-2.9535324064392694,-36.66268530856573,1,0,0,0,0,0,0,-0.4581448541071583,0.08650297051784309,-0.3053278781302571,0.12410006871769745,0.09300438905878118,-0.28789049254542426,-0.14182812113816673
1,2016-02-08 18:28:25.758355968,-1.8432476083782567,2.5112095572960462,7.7085643952119325,-0.7471474031559939,-0.4769442800532422,-0.4272359661202395,1.8861862718680158,-0.9737721407233786,-0.7284702802973295,24.33664026019509,1.9379280293990668,-38.80108927742621,1,0,0,0,0,0,0,-0.4431281153519578,-0.03718891587017744,-0.17340439822214476,0.04917056833281045,-0.028043135006845958,-0.15670175018230093,-0.2717444641368586
2,2016-02-08 18:28:25.858355968,-1.3273371621423484,0.7341341488797931,9.086128817562406,-0.3664524530084517,1.0965807057371026,-0.8023642691069856,2.276589970525132,-1.658670718927398,0.2461295419230524,23.56481955736573,7.4505403381186195,-38.84535517442263,1,0,0,0,0,0,0,-0.4065212566590439,-0.13625799817322035,-0.13083093321729147,-0.03302997540013795,-0.12582264872201426,-0.052592805686878685,-0.3058451576086324
3,2016-02-08 18:28:25.958355968,-2.865257712165011,-0.9262417558667408,9.126772152148462,-0.7580396050211534,1.6921304124772445,-0.7793145328115909,1.5005947020995165,-1.946859255934571,0.486210504402295,24.83654620624509,13.5770571066637,-35.367660972019245,1,0,0,0,0,0,0,-0.33738579788743417,-0.19517016343111787,-0.2134226383777341,-0.1299930824741565,-0.1796090399212729,0.01682647487760419,-0.20647017376042465
4,2016-02-08 18:28:26.058355968,-5.783631736597128,-2.2222064499916527,8.029002679358012,-1.6818213252754484,1.4728455172297927,-0.3527615836979366,-0.08191258451798777,-1.6690437663135274,0.2430268932568308,27.844405544921603,19.45387639957816,-28.04447616719841,1,0,0,0,0,0,0,-0.2400922774644723,-0.21060254950768534,-0.3848193718873238,-0.2426612120661763,-0.17670077695795336,0.0653411939417373,-0.016573722246268154
5,2016-02-08 18:28:26.158355968,-8.62864934593099,-2.9286249486785847,6.379307418008963,-2.60033718242178,0.9190617182057964,0.2935763354685227,-1.6493302268785899,-0.8306088382031894,-0.022209636082446586,31.59037636883243,23.71939835216406,-17.70507817527205,1,0,0,0,0,0,0,-0.1304023707581302,-0.18793805408185216,-0.563645171552251,-0.3543174482072279,-0.12007681000447935,0.1112949530388581,0.1672320367919353
6,2016-02-08 18:28:26.258355968,-10.085092274413245,-3.04465739037082,4.731060758752518,-3.0041739675105155,0.5050705581476146,0.8398518254473425,-2.4177526702043908,0.2885176592952053,0.009084237431429826,34.967125744202214,25.287543711920215,-5.995534910606872,1,0,0,0,0,0,0,-0.0258975064686919,-0.13596029915111604,-0.6756154940566406,-0.4275924212175366,-0.03257821159397334,0.15821890265434538,0.2530424526650804
7,2016-02-08 18:28:26.358355968,-9.738860869315296,-2.8821126919266034,3.322336020704773,-2.687920849681302,0.4346658614108708,0.9797355780718778,-2.0902245163274302,1.1950620516553183,0.31446563617454865,37.22626558478443,24.088141405809626,5.190818680606741,1,0,0,0,0,0,0,0.06302610588598702,-0.06486636413847112,-0.6947496296732567,-0.4193205003155295,0.04860166232821066,0.1908892597826912,0.2065649338252044
8,2016-02-08 18:28:26.458355968,-8.209170893004183,-2.9353593301704524,2.100562573297754,-1.8159274669301415,0.593641868918331,0.5983443362374788,-0.9826036764559164,1.427126569378868,0.6156320828685281,38.09407713281885,21.29987241794689,14.281406264632967,1,0,0,0,0,0,0,0.1361190436267315,0.012006177719003235,-0.6485159924041878,-0.3084255214418858,0.0880059494016378,0.18994904318498648,0.06660600755747967
9,2016-02-08 18:28:26.558355968,-6.62409505737985,-3.5857750730538984,0.9641663639769432,-0.7712130130026412,0.7128673694524242,-0.13868026367609468,0.22828893507984865,0.8508002415237783,0.6446938270499276,37.59887301785852,18.879194037388505,20.383323279942683,1,0,0,0,0,0,0,0.19911868043324035,0.07702755358858088,-0.5886278724120191,-0.1178356505797566,0.0711273164613377,0.15125321520771573,-0.08397309020478944
10,2016-02-08 18:28:26.658355968,-5.845490946257028,-4.8383325522584935,-0.01990751194932541,0.08152277862454367,0.595662126983569,-0.8647402644528307,0.9451402007138612,-0.20367917268426394,0.3642987298146662,35.85527542121029,18.61940505693881,23.35047726044088,1,0,0,0,0,0,0,0.256419285105707,0.11185463988547624,-0.551956959188531,0.08868787075889968,0.014309727942739506,0.0925498276862786,-0.17084095681825784
11,2016-02-08 18:28:26.758355968,-5.973490384926397,-6.296672896405193,-0.6059404910482432,0.5595668205547115,0.24365854359849945,-1.228055814775292,0.984127516405157,-1.1015349807136998,-0.01899845074981749,32.99491770702265,21.277973522657454,23.62359189378969,1,0,0,0,0,0,0,0.3065530706052738,0.10515013229476347,-0.5392448292980512,0.23753179091215434,-0.04350079239081006,0.042157731682611305,-0.17004433327367238
