,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,linacc_phone_x,linacc_phone_y,linacc_phone_z,mag_phone_x,mag_phone_y,mag_phone_z,labelswitch,labelsquad,labellunge,labeljumpingjack,labellegraise,labelcrunch,labelpushup,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
2016-02-08 18:28:25.658355968,-3.8439946934364473,4.284705881115672,5.425302934690223,-1.6822590125467305,-2.713955377354018,0.18671778375029335,0.6624520752368421,-0.10084554718283317,-2.2471964069166788,26.482138888457506,-2.9535324064392694,-36.66268530856573,1,0,0,0,0,0,0,-0.4581448541071583,0.08650297051784309,-0.3053278781302571,0.12410006871769746,0.09300438905878118,-0.28789049254542426,-0.14182812113816673
2016-02-08 18:28:25.758355968,-1.8432476083782572,2.5112095572960462,7.7085643952119325,-0.7471474031559939,-0.47694428005324224,-0.4272359661202395,1.886186271868016,-0.9737721407233786,-0.7284702802973295,24.336640260195093,1.937928029399067,-38.80108927742621,1,0,0,0,0,0,0,-0.4431281153519578,-0.03718891587017744,-0.17340439822214476,0.04917056833281045,-0.02804313500684596,-0.15670175018230093,-0.2717444641368586
2016-02-08 18:28:25.858355968,-1.3273371621423484,0.7341341488797931,9.086128817562406,-0.3664524530084517,1.0965807057371026,-0.8023642691069856,2.2765899705251313,-1.6586707189273981,0.2461295419230524,23.564819557365727,7.45054033811862,-38.84535517442263,1,0,0,0,0,0,0,-0.4065212566590439,-0.13625799817322035,-0.13083093321729147,-0.03302997540013795,-0.12582264872201426,-0.052592805686878685,-0.3058451576086324
2016-02-08 18:28:25.958355968,-2.865257712165011,-0.9262417558667407,9.126772152148465,-0.7580396050211534,1.6921304124772443,-0.7793145328115909,1.5005947020995165,-1.946859255934571,0.48621050440229496,24.836546206245092,13.5770571066637,-35.36766097201925,1,0,0,0,0,0,0,-0.33738579788743417,-0.19517016343111787,-0.2134226383777341,-0.1299930824741565,-0.1796090399212729,0.01682647487760419,-0.20647017376042462
2016-02-08 18:28:26.058355968,-5.783631736597128,-2.2222064499916527,8.029002679358012,-1.681821325275448,1.4728455172297927,-0.3527615836979366,-0.08191258451798777,-1.6690437663135274,0.2430268932568308,27.844405544921596,19.453876399578157,-28.044476167198415,1,0,0,0,0,0,0,-0.2400922774644723,-0.21060254950768534,-0.3848193718873238,-0.2426612120661763,-0.17670077695795336,0.0653411939417373,-0.016573722246268154
2016-02-08 18:28:26.158355968,-8.62864934593099,-2.9286249486785847,6.379307418008962,-2.6003371824217796,0.9190617182057965,0.2935763354685227,-1.64933022687859,-0.8306088382031894,-0.022209636082446582,31.590376368832427,23.71939835216406,-17.70507817527205,1,0,0,0,0,0,0,-0.1304023707581302,-0.18793805408185216,-0.563645171552251,-0.3543174482072279,-0.12007681000447937,0.1112949530388581,0.1672320367919353
2016-02-08 18:28:26.258355968,-10.085092274413244,-3.0446573903708196,4.731060758752519,-3.0041739675105155,0.5050705581476146,0.8398518254473425,-2.4177526702043908,0.28851765929520534,0.009084237431429826,34.967125744202214,25.287543711920218,-5.995534910606873,1,0,0,0,0,0,0,-0.0258975064686919,-0.13596029915111604,-0.6756154940566406,-0.4275924212175366,-0.03257821159397334,0.15821890265434538,0.2530424526650804
2016-02-08 18:28:26.358355968,-9.738860869315296,-2.882112691926604,3.322336020704773,-2.687920849681302,0.4346658614108708,0.9797355780718778,-2.09022451632743,1.1950620516553185,0.31446563617454865,37.22626558478443,24.088141405809623,5.190818680606741,1,0,0,0,0,0,0,0.06302610588598703,-0.06486636413847113,-0.6947496296732567,-0.4193205003155295,0.048601662328210664,0.1908892597826912,0.20656493382520438
2016-02-08 18:28:26.458355968,-8.209170893004183,-2.9353593301704524,2.1005625732977546,-1.8159274669301417,0.593641868918331,0.5983443362374788,-0.9826036764559163,1.427126569378868,0.6156320828685281,38.094077132818846,21.29987241794689,14.281406264632968,1,0,0,0,0,0,0,0.1361190436267315,0.012006177719003235,-0.6485159924041878,-0.3084255214418858,0.0880059494016378,0.18994904318498648,0.06660600755747967
2016-02-08 18:28:26.558355968,-6.62409505737985,-3.5857750730538984,0.9641663639769432,-0.7712130130026412,0.7128673694524242,-0.13868026367609468,0.22828893507984865,0.8508002415237783,0.6446938270499276,37.59887301785852,18.879194037388505,20.383323279942683,1,0,0,0,0,0,0,0.19911868043324035,0.07702755358858088,-0.5886278724120191,-0.1178356505797566,0.0711273164613377,0.15125321520771573,-0.08397309020478944
