,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,linacc_phone_x,linacc_phone_y,linacc_phone_z,mag_phone_x,mag_phone_y,mag_phone_z,labelswitch,labelsquad,labellunge,labeljumpingjack,labellegraise,labelcrunch,labelpushup
2016-02-08 18:28:25.660764416,2.2054237977999995,1.22607037345,9.982142028599998,-0.13557979711222223,0.1361342420111111,0.4413046745888889,0.31681793151111104,0.08929744304077779,0.5056233555204445,6.027351379333333,8.109271579222222,-35.27797783888889,1,0,0,0,0,0,0
2016-02-08 18:28:25.760764416,1.3154195709699998,1.9779568176199998,9.098619323900001,0.024084378739999978,1.2943505287000001,-0.022386306906000027,-0.169376631965,0.6104195154200001,-0.493398698747,7.725336647000001,6.9543006897,-35.35729675299999,1,0,0,0,0,0,0
2016-02-08 18:28:25.860764416,-0.20785775748999993,-1.93435249337,8.2641196747,-3.4272436320099997,0.898016641571,0.8547832004549999,-0.38144069379999995,-1.3327231447400003,-1.46142021894,12.121682548,12.4860046391,-32.067355347,1,0,0,0,0,0,0
2016-02-08 18:28:25.960764416,-4.0347995910000005,-0.34501753240300015,7.8552000273,0.07915849079,0.7481884640248,1.1559768618200001,-3.2385833292900004,1.4288339636300003,-1.7534846060700002,16.250747488,15.661283874,-28.603414918000006,1,0,0,0,0,0,0
2016-02-08 18:28:26.060764416,-2.7269243317000003,-4.484494445699999,6.4432761382,1.21682702312,3.5822705446,0.57445079603,0.03715600037500003,-2.63365998479,-2.70920796993,22.189165878,14.345355987,-24.261404419,1,0,0,0,0,0,0
2016-02-08 18:28:26.160764416,-6.3414878083,-3.9294486696,9.0196884613,1.9554361701,4.7647668361,-2.504779172,0.13492084664999998,-3.1456123591500003,1.810425669166,29.749495507000006,13.236716461,-14.0743988039,1,0,0,0,0,0,0
2016-02-08 18:28:26.260764416,-10.696336853400002,-2.6431585236,8.3598306422,1.16409931186,2.8178128004,-2.624404645,-2.2634858303999996,-0.6273219373100001,3.8431145596999996,29.067234612,20.282669068,-3.50185546875,1,0,0,0,0,0,0
2016-02-08 18:28:26.360764416,-14.502052826,1.58400604254,5.2148706206,3.3598478078999996,2.5305462481,-0.8549043805029999,-5.550859174999999,4.549063991110001,2.5374954190300003,24.662621497,26.216360472999998,-0.52262268065,1,0,0,0,0,0,0
2016-02-08 18:28:26.460764416,-9.0225774542,1.6238382111,-1.04436323552,2.4630916953999997,2.4323496998000005,0.5769822984999999,0.36344351221999993,3.8143765471999997,-2.7733578750900003,25.076792908,25.629756164999996,-3.1951202392,1,0,0,0,0,0,0
2016-02-08 18:28:26.560764416,-9.304605971700001,-0.73549552915,-1.0628048856999999,0.26491825952400005,1.2785884557900002,0.69983569385,0.38689055455999993,0.6475784537200001,-0.56948355684,27.390310669,23.213552856,-0.51494445809,1,0,0,0,0,0,0
