,Unnamed: 0,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,linacc_phone_x,linacc_phone_y,linacc_phone_z,mag_phone_x,mag_phone_y,mag_phone_z,labelswitch,labelsquad,labellunge,labeljumpingjack,labellegraise,labelcrunch,labelpushup,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
0,2016-02-08 18:28:25.658190336,-3.332094407576528,3.8942941591471802,8.637775981638644,-1.0208791795955,-1.2726807037786012,-1.3788037667191002,-0.42453119512626186,1.7760899034798927,0.19806098958462665,-1.5978301646638748,-12.664342181944294,-51.19137294529403,1,0,0,0,0,0,0,-0.12770885574679106,0.5888056983279883,-0.30164938211986064,-0.16940339323140186,-0.26309823170407,0.1689842567874656,0.010326167068817043
1,2016-02-08 18:28:25.758190336,-2.6441843663536413,1.5429880801401026,9.852731000783947,-0.7873578203090862,-1.1376525744548958,-0.4491713160421139,-0.23548975439707914,1.0758232768297502,0.4669055769156668,-4.678745268888819,-3.38971028406221,-52.71599319434658,1,0,0,0,0,0,0,-0.08161308775264642,0.5213820158263724,-0.4190289849571252,-0.019902779628469692,-0.23285246299650936,0.10009684969155297,0.02853198629195128
2,2016-02-08 18:28:25.858190336,-1.982626702095884,-0.4731927901890072,10.530082722256696,-0.3120120540653735,-1.1988387959926698,0.37917172389988935,-0.4303515524515928,-0.10090430943006982,0.5521569582502197,-8.593703836076866,2.2631804828211672,-53.29111338363883,1,0,0,0,0,0,0,-0.06620499540597127,0.458971782403536,-0.5048973204002518,0.13074092290189995,-0.15235189849590516,0.011767518108907549,0.009707547592470049
3,2016-02-08 18:28:25.958190336,-1.0788384663840958,-1.7877577439555639,10.380081669307048,0.4248688519578596,-1.5148279762497283,1.0362265686585048,-0.9970603810306884,-1.6668813558723523,0.4104306126947973,-14.032182252129896,3.1743269445463724,-51.93997794890638,1,0,0,0,0,0,0,-0.09993809225248387,0.3939599856429299,-0.5408441209217724,0.2715391990150151,-0.016390054318345452,-0.08800179686045366,-0.04216067678554896
4,2016-02-08 18:28:26.058190336,0.5653583666992158,-2.1175800538973357,9.448687884364134,1.1696950780865072,-1.9631968999961693,1.5027507629491257,-1.486061501585749,-2.8969216265347213,0.16978766749383248,-21.243346216875228,1.5136688052908536,-47.79045037960324,1,0,0,0,0,0,0,-0.1797406174355145,0.3055093334959629,-0.5270294152863061,0.3797926100116587,0.12493542870259987,-0.16052733982278453,-0.0784748342710636
5,2016-02-08 18:28:26.158190336,3.2242723174599903,-1.5016648407130302,7.996987531353137,1.5555416392580417,-2.3252223006693207,1.8114907657905897,-1.3795996394355572,-2.9362185393103415,0.02053550864128716,-29.63368233683537,1.3083835968664252,-40.403770866697336,1,0,0,0,0,0,0,-0.27819416310300554,0.17335102394257768,-0.4772607500413972,0.4357586779863232,0.19880519477914002,-0.1623075179074446,-0.0449336834446442
6,2016-02-08 18:28:26.258190336,6.481630755845718,-0.4595004601297789,6.284085970847666,1.3623126352391763,-2.4335216475258163,2.026445530719761,-0.5700089391518571,-1.5002312214443292,0.05678054625932374,-37.55602266709974,5.822896265929343,-30.113932451221608,1,0,0,0,0,0,0,-0.3506240113698048,-0.003817344205221981,-0.4082136617574186,0.4397610924562754,0.16219732693063818,-0.08051338405313277,0.06818467367172143
7,2016-02-08 18:28:26.358190336,9.209386191344203,0.1386235056333089,4.4273494526864345,0.6904323670790918,-2.2753425435167003,2.205165281985478,0.4635657432000933,0.7917829179319893,0.1971314396293752,-42.61661761450015,15.540010458245055,-18.138481189412943,1,0,0,0,0,0,0,-0.35198729221272074,-0.19969541746178252,-0.3308385522794627,0.4161556845907023,0.036311969253719004,0.04983823109037277,0.20700853612214354
8,2016-02-08 18:28:26.458190336,10.132579481874288,-0.5050118067151922,2.440788426287812,-0.07863672302113332,-1.9804717606706983,2.360216211950207,0.9576763859413464,2.7318052750190973,0.2496194887411731,-42.56298215348545,28.013308216445445,-6.3416328292053015,1,0,0,0,0,0,0,-0.2575922060162584,-0.3694355100003469,-0.2496507487393556,0.39823207395021615,-0.10243167735639598,0.16162119274339015,0.28509629613576765
9,2016-02-08 18:28:26.558190336,8.644051560589958,-2.6425036772726336,0.3995801612052602,-0.5124163129061376,-1.7103770670338283,2.443165123020358,0.4350001588976325,3.2741130695158933,0.07139415442982698,-36.40063320328121,39.51697160291349,3.2759246342781188,1,0,0,0,0,0,0,-0.07734997455839122,-0.4717523319040994,-0.16900484427300547,0.40398297700821706,-0.16948774992095764,0.19436921572392774,0.2433268341564313
