,acc_phone_x,acc_phone_y,acc_phone_z,bar_phone_x,gyr_phone_x,gyr_phone_y,gyr_phone_z,linacc_phone_x,linacc_phone_y,linacc_phone_z,loc_phone_latitude,loc_phone_longitude,loc_phone_h,loc_phone_vel,loc_phone_dir,loc_phone_hor_acc,loc_phone_ver_acc,mag_phone_x,mag_phone_y,mag_phone_z,dist_phone_dis,labelswitch,labelsquad,labellunge,labeljumpingjack,labellegraise,labelcrunch,labelpushup
2016-02-08 18:28:25.658355968,-3.8419855499,4.286276641700001,5.4271891022,,-1.6828275191222224,-2.7135326994444444,0.18668983711666667,0.6631626453835555,-0.10028751222666668,-2.2464289826666666,52.10826314,5.092797565,3.3145439625,-1.0,-1.0,10.6558955,10.6558955,26.476189506666667,-2.9544891451222224,-36.66999477777778,5.0,1,0,0,0,0,0,0
2016-02-08 18:28:25.758355968,-0.7598648529200001,1.50500033578,8.721568405000001,,-2.6782558439999997,0.03005007789999999,0.41572872102900005,1.8292069112300002,-1.1706151173300001,-0.2659716551299999,,,,,,,,18.050704955999997,5.694843864409999,-40.966659547000006,,1,0,0,0,0,0,0
2016-02-08 18:28:25.858355968,-1.4673087158389997,-2.18975138853,14.632356857000001,,0.10886991618000008,0.6193749010799999,-0.7047809888743,1.2471582689299998,-2.8999753979399996,5.580921698899999,,,,,,,,19.25154724,13.411220455999999,-38.537536622,,1,0,0,0,0,0,0
2016-02-08 18:28:25.958355968,-3.8670284728,2.510848663428,5.3447704928,,1.3382761448200002,3.0801909148099997,-0.21381632983999999,1.6518954612799999,0.50482005048,-2.9495987590999997,,,,,,,,29.504676054999997,8.781424427100001,-32.772097779000006,,1,0,0,0,0,0,0
2016-02-08 18:28:26.058355968,-3.05504200758,-1.54968241871,6.581573547400001,,-2.8337105988999998,0.7308586366500001,-1.361044026436,3.111845778,-2.5116081728100004,-0.6641582702999996,,,,,,,,32.374657441,13.4464810371,-28.399082947,,1,0,0,0,0,0,0
2016-02-08 18:28:26.158355968,-10.9335186309,-4.2770707854,4.458104324400001,1019.218292,-3.3312899114,-0.488084501189,-0.371985730892,-4.4675261769,-2.1346316015599998,-2.37710050504,,,,,,,,30.650222779,25.58346672,-20.134807585,,1,0,0,0,0,0,0
2016-02-08 18:28:26.258355968,-11.8167419589,-3.5803446351,6.1325822297000006,,-4.5433121204,1.4880653799499999,1.49767424463,-4.578307582999999,0.742004766657,0.92101920327438,,,,,,,,31.804940031999998,29.957445335,-7.224929809560001,,1,0,0,0,0,0,0
2016-02-08 18:28:26.358355968,-6.527580825799999,-1.1047776032099998,6.8872828213,,-2.57299134743,0.80632619554,1.3947172702500001,1.90902182883,3.4811254547,4.5231700351,,,,,,,,36.634196470999996,24.469744491,9.023026276500001,,1,0,0,0,0,0,0
2016-02-08 18:28:26.458355968,-9.7975908049,-4.70318966683,0.70159103384,,-1.35184677533,0.15556423662,0.40319116414,-1.0720293362899997,-0.8537430990059999,-1.0042648430899996,52.10826314,5.092797565,3.12349534,-1.0,-1.0,10.6558955,10.6558955,39.110619355,19.380496407,13.823235321999999,,1,0,0,0,0,0,0
2016-02-08 18:28:26.558355968,-13.2491432652,-5.9626106872,0.20826191717000014,,-0.632947078369,1.5720282912,-0.28007063825600004,-3.7830956098399993,-1.3788634105170003,-0.10841551321000006,,,,,,,,37.572396088,18.106400488,19.611904908000003,0.0,1,0,0,0,0,0,0
2016-02-08 18:28:26.658355968,-3.7517232510489995,-0.7982749786899999,-1.5838713224999998,,0.06530491542000001,-0.3198191731699999,-0.025823425317999978,4.21260254299,3.58245346268,-0.8460674294699999,,,,,,,,35.582535553,18.341496658,23.336533355999997,,1,0,0,0,0,0,0
2016-02-08 18:28:26.758355968,-7.0177814481,-3.8086349032,0.8463100892000004,,0.70880580994,0.11270927942000002,-1.9862239210700001,1.6654972253100002,0.5413107836900004,0.5186004328729998,,,,,,,,35.422208403,20.30856285,21.67262268,,1,0,0,0,0,0,0
2016-02-08 18:28:26.858355968,-7.6690022273,-12.147943221399998,-0.7268285524000001,,-1.063739726,0.43479347021799997,-2.1573061839200003,-1.1771698749000001,-5.13735191873,0.38006955088100014,,,,,,,,27.307842256000004,28.989147566999996,22.867085264,,1,0,0,0,0,0,0
2016-02-08 18:28:26.958355968,-6.986631225399999,-7.8895685578,0.1599573672800001,,2.175447619,-0.34767770771999995,0.30406197307000016,0.04469465474000003,-0.19495733801099996,-0.2370353638000003,,,,,,,,25.519688416,31.018252182999998,22.352282715,,1,0,0,0,0,0,0
2016-02-08 18:28:27.058355968,-3.83372273263,-7.4463851629199995,1.0109527124700006,,-0.21643934917699995,-2.26686505381,-3.11753577601,1.01370686848,0.3178209629000001,0.14889143779999955,,,,,,,,20.002319336,37.794790651,15.020417785000001,,1,0,0,0,0,0,0
2016-02-08 18:28:27.158355968,-3.176514404216,-8.4258733062,3.5895355221500003,1019.2216490000001,0.54086471467919,0.22752106484000004,-0.108850996935,0.49056741820500005,0.6066052376509999,1.796986399807,,,,,,,,15.850155640999997,40.283798221,13.483287810000002,,1,0,0,0,0,0,0
2016-02-08 18:28:27.258355968,-3.9536683046000007,-8.0988184207,1.7377662963799998,,0.10424028187999997,0.6796126789950001,0.26912582255299994,-0.07229193366400007,1.1904993632600003,-0.294383816954,,,,,,,,15.062476348,40.759720611,13.086554717000002,,1,0,0,0,0,0,0
2016-02-08 18:28:27.358355968,-2.34643057269,-1.7179175723899998,-1.61711718753,,-1.8361504375,-3.00659753682,-1.5600702776700002,1.27044506859,6.964759422819999,-3.2247602775799997,,,,,,,,15.88553543,39.815041733,15.232820130000002,,1,0,0,0,0,0,0
2016-02-08 18:28:27.458355968,1.41592057801,-21.3532157589,4.26097924752,,0.07734232766,-1.672608219487,-1.0793125137859998,2.2886577431,-11.500550205100001,3.1774705482999996,,,,,,,,9.6137626649,41.887377167,14.949475097999999,,1,0,0,0,0,0,0
2016-02-08 18:28:27.558355968,-1.8014588470600004,-6.614759536700001,0.432061523447,,0.0719428472699,-0.327871899309,0.255885071311,-0.99561747634,2.8193204546199997,-1.02694000923,,,,,,,,11.111890409999999,41.75192565900001,13.867759706000001,,1,0,0,0,0,0,0
2016-02-08 18:28:27.658355968,-1.30069020086,-10.091714172500001,0.5121599578939999,,0.1393666704139,-0.57514777779,0.17276650143699998,-0.14413955229300005,-0.39934962631999993,-1.00332440625,,,,,,,,12.597236633,41.50430183300001,13.287859346,,1,0,0,0,0,0,0
