"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.733202934E-2,5.236763539E1,4.870825782E0,-1.489272356E0,-1.000000000E0,-1.000000000E0,1.392416658E1,1.392416658E1
4.744290113E-1,5.236763539E1,4.870825782E0,2.946185350E0,-1.000000000E0,-1.000000000E0,1.392416658E1,1.392416658E1
7.129922032E0,5.236763539E1,4.870825782E0,2.871835828E0,-1.000000000E0,-1.000000000E0,1.392416658E1,1.392416658E1
1.361761105E1,5.236763539E1,4.870825782E0,2.897511244E0,-1.000000000E0,-1.000000000E0,1.392416658E1,1.392416658E1
2.011085510E1,5.236763539E1,4.870825782E0,2.799311161E0,-1.000000000E0,-1.000000000E0,1.392416658E1,1.392416658E1
2.660564101E1,5.236763539E1,4.870825782E0,2.751489282E0,-1.000000000E0,-1.000000000E0,1.392416658E1,1.392416658E1
3.312763011E1,5.236763539E1,4.870825782E0,2.795032859E0,-1.000000000E0,-1.000000000E0,1.392416658E1,1.392416658E1
