timestep,x,timestamps,date
63.084813830000016,1020.188675,1.4549561687410363e+18,2016-02-08 18:29:28.741036288
64.08681383000001,1020.191498,1.4549561697430364e+18,2016-02-08 18:29:29.743036416
65.08864883000001,1020.193405,1.4549561707448712e+18,2016-02-08 18:29:30.744871168
66.09070483,1020.194092,1.4549561717469274e+18,2016-02-08 18:29:31.746927360
67.09250983000001,1020.194092,1.4549561727487324e+18,2016-02-08 18:29:32.748732416
68.09442683,1020.191422,1.4549561737506493e+18,2016-02-08 18:29:33.750649344
69.09636883,1020.187531,1.4549561747525914e+18,2016-02-08 18:29:34.752591360
70.09826683,1020.186615,1.4549561757544893e+18,2016-02-08 18:29:35.754489344
71.10029983,1020.178757,1.4549561767565222e+18,2016-02-08 18:29:36.756522240
72.10207083,1020.175934,1.4549561777582932e+18,2016-02-08 18:29:37.758293248
73.10412583,1020.171814,1.4549561787603484e+18,2016-02-08 18:29:38.760348416
74.10602983000003,1020.171204,1.4549561797622523e+18,2016-02-08 18:29:39.762252288
75.10800383,1020.171204,1.4549561807642263e+18,2016-02-08 18:29:40.764226304
76.10978083,1020.171661,1.4549561817660032e+18,2016-02-08 18:29:41.766003200
77.11176283,1020.174713,1.4549561827679854e+18,2016-02-08 18:29:42.767985408
78.11362783000001,1020.177917,1.4549561837698504e+18,2016-02-08 18:29:43.769850368
79.11560583,1020.179062,1.4549561847718282e+18,2016-02-08 18:29:44.771828224
80.11745083000002,1020.188141,1.4549561857736732e+18,2016-02-08 18:29:45.773673216
81.11938983000002,1020.193634,1.4549561867756124e+18,2016-02-08 18:29:46.775612416
82.12161583000002,1020.197983,1.4549561877778383e+18,2016-02-08 18:29:47.777838336
83.12323083000003,1020.201263,1.4549561887794532e+18,2016-02-08 18:29:48.779453184
84.12516983000003,1020.201263,1.4549561897813924e+18,2016-02-08 18:29:49.781392384
83.56024374670005,1020.17128,1.4549561892164662e+18,2016-02-08 18:29:49.216466176
84.56221974670005,1020.171661,1.4549561902184422e+18,2016-02-08 18:29:50.218442240
85.56414874700003,1020.172043,1.4549561912203712e+18,2016-02-08 18:29:51.220371200
86.56611274700003,1020.172043,1.4549561922223352e+18,2016-02-08 18:29:52.222335232
87.56806274700003,1020.169907,1.4549561932242852e+18,2016-02-08 18:29:53.224285184
88.57004574700001,1020.169601,1.4549561942262682e+18,2016-02-08 18:29:54.226268160
89.119455747,1020.166321,1.4549561947756782e+18,2016-02-08 18:29:54.775678208
90.12138974700001,1020.164871,1.4549561957776123e+18,2016-02-08 18:29:55.777612288
91.12339374700001,1020.164871,1.4549561967796163e+18,2016-02-08 18:29:56.779616256
92.12526274700001,1020.164871,1.4549561977814853e+18,2016-02-08 18:29:57.781485312
93.12717974700004,1020.164261,1.4549561987834022e+18,2016-02-08 18:29:58.783402240
94.12910075000002,1020.16449,1.4549561997853233e+18,2016-02-08 18:29:59.785323264
95.13102575000002,1020.16449,1.454956200787248e+18,2016-02-08 18:30:00.787248128
96.13300275000002,1020.165176,1.4549562017892252e+18,2016-02-08 18:30:01.789225216
97.13487575000002,1020.165176,1.454956202791098e+18,2016-02-08 18:30:02.791098112
98.13681275000002,1020.160217,1.4549562037930353e+18,2016-02-08 18:30:03.793035264
99.13879775000002,1020.160217,1.4549562047950203e+18,2016-02-08 18:30:04.795020288
100.14058575000004,1020.160904,1.4549562057968082e+18,2016-02-08 18:30:05.796808192
101.14248975000002,1020.162659,1.4549562067987123e+18,2016-02-08 18:30:06.798712320
102.14445675000002,1020.164337,1.4549562078006792e+18,2016-02-08 18:30:07.800679168
103.14632975000002,1020.169983,1.4549562088025523e+18,2016-02-08 18:30:08.802552320
104.14831775000002,1020.172806,1.4549562098045402e+18,2016-02-08 18:30:09.804540160
105.15020175000002,1020.172806,1.4549562108064243e+18,2016-02-08 18:30:10.806424320
106.15258275000002,1020.17128,1.454956211808805e+18,2016-02-08 18:30:11.808805120
107.15420975000002,1020.17128,1.4549562128104323e+18,2016-02-08 18:30:12.810432256
108.15603075,1020.17128,1.4549562138122532e+18,2016-02-08 18:30:13.812253184
109.15791175,1020.172119,1.4549562148141343e+18,2016-02-08 18:30:14.814134272
110.15974675,1020.175476,1.4549562158159693e+18,2016-02-08 18:30:15.815969280
111.16164175000002,1020.179596,1.4549562168178642e+18,2016-02-08 18:30:16.817864192
112.16412575,1020.182648,1.4549562178203482e+18,2016-02-08 18:30:17.820348160
113.16547675,1020.182648,1.4549562188216993e+18,2016-02-08 18:30:18.821699328
114.16741475,1020.179749,1.4549562198236372e+18,2016-02-08 18:30:19.823637248
115.16944575,1020.175552,1.454956220825668e+18,2016-02-08 18:30:20.825668096
114.5941075833,1020.276718,1.45495622025033e+18,2016-02-08 18:30:20.250330112
115.5959945833,1020.279999,1.454956221252217e+18,2016-02-08 18:30:21.252217088
116.59797058299999,1020.280075,1.4549562222541932e+18,2016-02-08 18:30:22.254193152
117.59990658299999,1020.280075,1.454956223256129e+18,2016-02-08 18:30:23.256129024
118.60187258299999,1020.274124,1.454956224258095e+18,2016-02-08 18:30:24.258095104
119.60379058299999,1020.271759,1.454956225260013e+18,2016-02-08 18:30:25.260013056
120.15341458299999,1020.269623,1.454956225809637e+18,2016-02-08 18:30:25.809637120
121.155284583,1020.271301,1.454956226811507e+18,2016-02-08 18:30:26.811506944
122.15719058299999,1020.271301,1.454956227813413e+18,2016-02-08 18:30:27.813413120
123.15919458299999,1020.273819,1.454956228815417e+18,2016-02-08 18:30:28.815417088
124.16101258299999,1020.2742,1.454956229817235e+18,2016-02-08 18:30:29.817234944
125.16297758299999,1020.274353,1.4549562308192e+18,2016-02-08 18:30:30.819200000
126.16494957999998,1020.274353,1.454956231821172e+18,2016-02-08 18:30:31.821171968
127.16742757999998,1020.272064,1.45495623282365e+18,2016-02-08 18:30:32.823650048
128.16917257999998,1020.271912,1.454956233825395e+18,2016-02-08 18:30:33.825394944
129.17095357999997,1020.271912,1.454956234827176e+18,2016-02-08 18:30:34.827175936
130.17267757999997,1020.271912,1.4549562358289e+18,2016-02-08 18:30:35.828900096
131.17456057999996,1020.274582,1.454956236830783e+18,2016-02-08 18:30:36.830782976
132.17645257999996,1020.274582,1.454956237832675e+18,2016-02-08 18:30:37.832675072
133.17838457999997,1020.274582,1.454956238834607e+18,2016-02-08 18:30:38.834607104
134.18024557999996,1020.276184,1.454956239836468e+18,2016-02-08 18:30:39.836467968
135.18219557999996,1020.276642,1.454956240838418e+18,2016-02-08 18:30:40.838417920
136.18402057999995,1020.276794,1.454956241840243e+18,2016-02-08 18:30:41.840242944
137.18604057999994,1020.278473,1.454956242842263e+18,2016-02-08 18:30:42.842263040
138.18786357999994,1020.278702,1.454956243844086e+18,2016-02-08 18:30:43.844086016
139.18979357999993,1020.278473,1.454956244846016e+18,2016-02-08 18:30:44.846016000
140.19165957999994,1020.276718,1.454956245847882e+18,2016-02-08 18:30:45.847881984
141.19356957999997,1020.276489,1.454956246849792e+18,2016-02-08 18:30:46.849792000
142.19545957999995,1020.275116,1.454956247851682e+18,2016-02-08 18:30:47.851682048
143.19744157999997,1020.274506,1.454956248853664e+18,2016-02-08 18:30:48.853664000
144.19927857999994,1020.273743,1.454956249855501e+18,2016-02-08 18:30:49.855501056
145.20117757999995,1020.272293,1.4549562508574e+18,2016-02-08 18:30:50.857400064
146.20316857999995,1020.269623,1.454956251859391e+18,2016-02-08 18:30:51.859390976
147.20499257999995,1020.267868,1.454956252861215e+18,2016-02-08 18:30:52.861214976
148.20712957999996,1020.266571,1.454956253863352e+18,2016-02-08 18:30:53.863352064
149.20887857999998,1020.266571,1.454956254865101e+18,2016-02-08 18:30:54.865101056
150.21079957999996,1020.268631,1.454956255867022e+18,2016-02-08 18:30:55.867022080
151.21265957999995,1020.271225,1.454956256868882e+18,2016-02-08 18:30:56.868881920
152.21448357999995,1020.273972,1.454956257870706e+18,2016-02-08 18:30:57.870705920
153.21640657999995,1020.274124,1.454956258872629e+18,2016-02-08 18:30:58.872628992
154.21840157999995,1020.275192,1.454956259874624e+18,2016-02-08 18:30:59.874624000
155.22020957999996,1020.274124,1.4549562608764321e+18,2016-02-08 18:31:00.876432128
156.22212957999994,1020.276108,1.4549562618783521e+18,2016-02-08 18:31:01.878352128
157.22398857999994,1020.27977,1.454956262880211e+18,2016-02-08 18:31:02.880210944
158.2259505799999,1020.27977,1.454956263882173e+18,2016-02-08 18:31:03.882172928
159.22788157999992,1020.277023,1.454956264884104e+18,2016-02-08 18:31:04.884103936
160.2298755799999,1020.276031,1.454956265886098e+18,2016-02-08 18:31:05.886097920
161.23165357999991,1020.274353,1.454956266887876e+18,2016-02-08 18:31:06.887876096
162.2335855799999,1020.267715,1.4549562678898081e+18,2016-02-08 18:31:07.889808128
163.23559557999994,1020.265656,1.454956268891818e+18,2016-02-08 18:31:08.891817984
164.2374475799999,1020.265656,1.4549562698936701e+18,2016-02-08 18:31:09.893670144
165.2394565799999,1020.266037,1.454956270895679e+18,2016-02-08 18:31:10.895678976
166.2412915799999,1020.266037,1.454956271897514e+18,2016-02-08 18:31:11.897513984
167.2432085799999,1020.269012,1.4549562728994312e+18,2016-02-08 18:31:12.899431168
168.2452655799999,1020.271149,1.454956273901488e+18,2016-02-08 18:31:13.901488128
167.6899006632999,1020.360184,1.454956273346123e+18,2016-02-08 18:31:13.346123008
168.69184466329992,1020.357208,1.454956274348067e+18,2016-02-08 18:31:14.348067072
169.6937706629999,1020.358658,1.4549562753499932e+18,2016-02-08 18:31:15.349993216
170.6957176629999,1020.358658,1.45495627635194e+18,2016-02-08 18:31:16.351940096
171.6976726629999,1020.365295,1.4549562773538952e+18,2016-02-08 18:31:17.353895168
172.6996316629999,1020.368652,1.454956278355854e+18,2016-02-08 18:31:18.355854080
